"ko_id","symbol","name"
"K18801"," GXM"," glucuronoxylan 4-O-methyltransferase [EC:2.1.1.112]"
"K05881"," dhaM"," phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]"
"K12231"," HECTD1"," E3 ubiquitin-protein ligase HECTD1 [EC:2.3.2.26]"
"K05795"," terD"," tellurium resistance protein TerD"
"K14789"," NOP6"," nucleolar protein 6"
"K16197"," YWHAB_Q_Z"," 14-3-3 protein beta/theta/zeta"
"K05791"," terZ"," tellurium resistance protein TerZ"
"K10872"," DMC1"," meiotic recombination protein DMC1"
"K03567"," gcvR"," glycine cleavage system transcriptional repressor"
"K05354"," TR2"," tropinone reductase II [EC:1.1.1.236]"
"K05725"," PTK2, FAK"," focal adhesion kinase 1 [EC:2.7.10.2]"
"K02135"," ATPeF1E, ATP5E, ATP15"," F-type H+-transporting ATPase subunit epsilon"
"K13413"," MKK4_5"," mitogen-activated protein kinase kinase 4/5 [EC:2.7.12.2]"
"K20224"," IPO9, RANBP9"," importin-9"
"K14388"," SLC5A8_12, SMCT"," solute carrier family 5 (sodium-coupled monocarboxylate transporter), member 8/12"
"K13617"," PPME1"," protein phosphatase methylesterase 1 [EC:3.1.1.89]"
"K15202"," GTF3C5, TFC1"," general transcription factor 3C polypeptide 5 (transcription factor C subunit 1)"
"K02904"," RP-L29, rpmC"," large subunit ribosomal protein L29"
"K21751"," DR1, NC2-beta"," down-regulator of transcription 1"
"K08499"," TLG1"," member of the syntaxin family of t-SNAREs"
"K08500"," SYP6"," syntaxin of plants SYP6"
"K17413"," MRPS35"," small subunit ribosomal protein S35"
"K04911"," KCNH8, KV12.1"," potassium voltage-gated channel Eag-related subfamily H member 8"
"K14755"," CRNS1, ATPGD1"," carnosine synthase [EC:6.3.2.11]"
"K03361"," CDC4"," F-box and WD-40 domain protein CDC4"
"K22276"," NEG1"," glucan endo-1,6-beta-glucosidase [EC:3.2.1.75]"
"K15717"," PRXL2B, FAM213B"," prostamide/prostaglandin F2alpha synthase [EC:1.11.1.20]"
"K15076"," ELOA, TCEB3"," elongin-A"
"K03009"," RPABC4, RPB12, POLR2K"," DNA-directed RNA polymerases I, II, and III subunit RPABC4"
"K06099"," CSDA, ZONAB"," cold shock domain protein A"
"K09276"," YBX1, NSEP1"," Y-box-binding protein 1"
"K09277"," YBX2"," Y-box-binding protein 2"
"K06657"," PCL2_9"," PHO85 cyclin-2/9"
"K15110"," SLC25A21, ODC"," solute carrier family 25 (mitochondrial 2-oxodicarboxylate transporter), member 21"
"K08327"," PDC"," phosducin"
"K15690"," RC3H"," RING finger and CCCH-type zinc finger domain-containing protein"
"K16535"," FOPNL, FOR20"," lisH domain-containing protein FOPNL"
"K08497"," SEC20"," protein transport protein SEC20"
"K15218"," RRN6"," RNA polymerase I-specific transcription initiation factor RRN6"
"K02265"," COX5B"," cytochrome c oxidase subunit 5b"
"K17777"," TIM9"," mitochondrial import inner membrane translocase subunit TIM9"
"K17779"," TIM10B"," mitochondrial import inner membrane translocase subunit TIM10B"
"K17815"," EXO5"," exonuclease V [EC:3.1.-.-]"
"K07107"," ybgC"," acyl-CoA thioester hydrolase [EC:3.1.2.-]"
"K13915"," LYZ"," lysozyme C [EC:3.2.1.17]"
"K19202"," SAP30"," histone deacetylase complex subunit SAP30"
"K04630"," GNAI"," guanine nucleotide-binding protein G(i) subunit alpha"
"K04640"," GNA"," guanine nucleotide-binding protein subunit alpha, other"
"K02921"," RP-L37Ae, RPL37A"," large subunit ribosomal protein L37Ae"
"K20241"," WDR44, RAB11BP"," WD repeat-containing protein 44"
"K08331"," ATG13"," autophagy-related protein 13"
"K13449"," PR1"," pathogenesis-related protein 1"
"K19919"," CRISP1_2_3"," cysteine-rich secretory protein 1/2/3"
"K21813"," ENDOV"," endonuclease V [EC:3.1.26.-]"
"K03538"," POP4, RPP29"," ribonuclease P protein subunit POP4 [EC:3.1.26.5]"
"K00025"," MDH1"," malate dehydrogenase [EC:1.1.1.37]"
"K14795"," RRP36"," ribosomal RNA-processing protein 36"
"K10301"," FBXO21"," F-box protein 21"
"K11940"," hspQ"," heat shock protein HspQ"
"K01052"," LIPA"," lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]"
"K14452"," LIPF"," gastric triacylglycerol lipase [EC:3.1.1.3]"
"K01919"," gshA"," glutamate--cysteine ligase [EC:6.3.2.2]"
"K20311"," TRS65"," trafficking protein particle complex II-specific subunit 65"
"K11550"," SPBC25, SPC25"," kinetochore protein Spc25, animal type"
"K18046"," OCA6"," tyrosine-protein phosphatase OCA6 [EC:3.1.3.48]"
"K15670"," rifA"," rifamycin polyketide synthase modules 1, 2 and 3 [EC:6.2.1.74]"
"K15671"," rifB"," rifamycin polyketide synthase modules 4, 5 and 6"
"K15673"," rifE"," rifamycin polyketide synthase modules 9 and 10"
"K02962"," RP-S17e, RPS17"," small subunit ribosomal protein S17e"
"K04324"," MAS1L"," Mas-related G-protein coupled receptor MRG"
"K19980"," ART2, RT6"," ADP-ribosyltransferase 2 / NAD+ glycohydrolase [EC:2.4.2.31 3.2.2.5]"
"K05093"," FGFR2, CD332"," fibroblast growth factor receptor 2 [EC:2.7.10.1]"
"K11452"," CBX4, PC2"," E3 SUMO-protein ligase CBX4 [EC:2.3.2.-]"
"K01452"," E3.5.1.41"," chitin deacetylase [EC:3.5.1.41]"
"K22407"," JBP2"," thymine dioxygenase / DNA helicase [EC:1.14.11.6 5.6.2.-]"
"K00621"," GNPNAT1, GNA1"," glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]"
"K04805"," CHRNA3"," nicotinic acetylcholine receptor alpha-3"
"K09329"," PRRX, PMX"," paired mesoderm homeobox protein"
"K02916"," RP-L35, MRPL35, rpmI"," large subunit ribosomal protein L35"
"K11877"," PSMG3, PAC3"," proteasome assembly chaperone 3"
"K08683"," HSD17B10"," 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]"
"K04788"," mbtB"," mycobactin phenyloxazoline synthetase"
"K12239"," pchE"," L-cysteine---[L-cysteinyl-carrier protein] ligase PchE [EC:6.2.1.69]"
"K12240"," pchF"," L-cysteine---[L-cysteinyl-carrier protein] ligase PchF [EC:6.2.1.69]"
"K15674"," rhiA"," rhizoxin biosynthesis, polyketide synthase / nonribosomal peptide synthetase RhiA"
"K06085"," SSX2IP, ADIP"," synovial sarcoma, X breakpoint 2 interacting protein"
"K10674"," ectD"," ectoine hydroxylase [EC:1.14.11.55]"
"K14172"," LHCB7"," light-harvesting complex II chlorophyll a/b binding protein 7"
"K09570"," FKBP3"," FK506-binding protein 3 [EC:5.2.1.8]"
"K13140"," INTS3"," integrator complex subunit 3"
"K07253"," MIF"," phenylpyruvate tautomerase [EC:5.3.2.1]"
"K10028"," DDT"," D-dopachrome decarboxylase [EC:4.1.1.84]"
"K11663"," ZNHIT1, VPS71"," zinc finger HIT domain-containing protein 1"
"K11648"," SMARCB1, SNF5, INI1"," SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1"
"K15139"," MED22"," mediator of RNA polymerase II transcription subunit 22"
"K09695"," nodI"," lipooligosaccharide transport system ATP-binding protein"
"K07950"," ARL5B"," ADP-ribosylation factor-like protein 5B"
"K10089"," M6PR"," cation-dependent mannose-6-phosphate receptor"
"K11700"," CID12"," poly(A) RNA polymerase Cid12 [EC:2.7.7.19]"
"K06468"," FCER2, CD23"," low affinity immunoglobulin epsilon Fc receptor"
"K10066"," COLEC11"," collectin sub-family member 11"
"K08008"," NOX1, MOX1"," NADPH oxidase 1"
"K17347"," UPK1"," uroplakin-1"
"K13134"," GEMIN6, SIP2"," gem associated protein 6"
"K13217"," PRPF39, PRP39"," pre-mRNA-processing factor 39"
"K03179"," ubiA"," 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]"
"K01557"," FAHD1"," acylpyruvate hydrolase [EC:3.7.1.5]"
"K03134"," TAF10"," transcription initiation factor TFIID subunit 10"
"K22485"," TBF1"," protein TBF1"
"K07168"," K07168"," CBS domain-containing membrane protein"
"K20860"," FHY1"," FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]"
"K14531"," SNM1"," ribonuclease MRP protein subunit SNM1"
"K01894"," gluQ"," glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]"
"K20649"," ARHGAP39"," Rho GTPase-activating protein 39"
"K17412"," MRPS34"," small subunit ribosomal protein S34"
"K15623"," SS18, SSXT, SYT, CREST"," protein SSXT"
"K02978"," RP-S27e, RPS27"," small subunit ribosomal protein S27e"
"K08053"," RASA2, GAP1M"," Ras GTPase-activating protein 2"
"K05754"," ARPC5"," actin related protein 2/3 complex, subunit 5"
"K14079"," PAPD4, GLD2"," poly(A) RNA polymerase GLD2 [EC:2.7.7.19]"
"K18709"," TUT1"," speckle targeted PIP5K1A-regulated poly(A) polymerase [EC:2.7.7.19 2.7.7.52]"
"K08653"," MBTPS1"," membrane-bound transcription factor site-1 protease [EC:3.4.21.112]"
"K00324"," pntA"," H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]"
"K03952"," NDUFA8"," NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8"
"K16931"," STAR"," steroidogenic acute regulatory protein, mitochondrial"
"K09704"," K09704"," uncharacterized protein"
"K11907"," vasG, clpV"," type VI secretion system protein VasG"
"K07342"," SEC61G, SSS1, secE"," protein transport protein SEC61 subunit gamma and related proteins"
"K10259"," MET30"," F-box and WD-40 domain protein MET30"
"K20047"," PAN1"," actin cytoskeleton-regulatory complex protein PAN1"
"K11282"," NAP1L4, NAP2"," nucleosome assembly protein 1-like 4"
"K11290"," SET, TAF1, I2PP2A"," template-activating factor I"
"K04706"," PIAS1"," E3 SUMO-protein ligase PIAS1 [EC:2.3.2.-]"
"K21147"," moeZR, moeBR"," sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]"
"K02698"," psaK"," photosystem I subunit X"
"K14274"," xylC"," xylono-1,5-lactonase [EC:3.1.1.110]"
"K14444"," SLC13A1_4"," solute carrier family 13 (sodium/sulfate cotransporter), member 1/4"
"K02116"," atpI"," ATP synthase protein I"
"K00733"," B4GALT7"," xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133]"
"K12886"," HNRNPK"," heterogeneous nuclear ribonucleoprotein K"
"K04410"," PAK2"," p21-activated kinase 2 [EC:2.7.11.1]"
"K01865"," hab"," (hydroxyamino)benzene mutase [EC:5.4.4.1]"
"K06268"," PPP3R, CNB"," serine/threonine-protein phosphatase 2B regulatory subunit"
"K15170"," MED27"," mediator of RNA polymerase II transcription subunit 27"
"K09021"," rutC"," aminoacrylate peracid reductase"
"K03505"," POLD4"," DNA polymerase delta subunit 4"
"K11854"," USP35_38"," ubiquitin carboxyl-terminal hydrolase 35/38 [EC:3.4.19.12]"
"K16470"," DZIP1"," zinc finger protein DZIP1"
"K03135"," TAF11"," transcription initiation factor TFIID subunit 11"
"K21752"," DRAP1, NC2-alpha"," Dr1-associated corepressor"
"K09552"," SPG7"," spastic paraplegia 7 [EC:3.4.24.-]"
"K03959"," NDUFB3"," NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 3"
"K08808"," PSKH"," protein serine kinase H [EC:2.7.11.1]"
"K02891"," RP-L22e, RPL22"," large subunit ribosomal protein L22e"
"K16898"," addA"," ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-]"
"K02090"," CDK5"," cyclin-dependent kinase 5 [EC:2.7.11.22]"
"K00684"," aat"," leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]"
"K05669"," ABCC6"," ATP-binding cassette, subfamily C (CFTR/MRP), member 6"
"K00601"," E2.1.2.2"," phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]"
"K11787"," GART"," phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1]"
"K10745"," RNASEH2C"," ribonuclease H2 subunit C"
"K15151"," MED10, NUT2"," mediator of RNA polymerase II transcription subunit 10"
"K13710"," ARHGEF7, PIXB"," Rho guanine nucleotide exchange factor 7"
"K07574"," yhbY"," RNA-binding protein"
"K17543"," PXK"," PX domain-containing protein kinase-like protein"
"K10886"," XRCC4"," DNA-repair protein XRCC4"
"K03508"," POLZ2, rev7"," DNA polymerase zeta [EC:2.7.7.7]"
"K09864"," AQP1"," aquaporin-1"
"K09872"," PIP"," aquaporin PIP"
"K19362"," TMEM231"," transmembrane protein 231"
"K13459"," RPS2"," disease resistance protein RPS2"
"K12669"," OST3_6"," dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 3/6"
"K22380"," TMEM129"," E3 ubiquitin-protein ligase TM129 [EC:2.3.2.27]"
"K11145"," mrnC"," mini-ribonuclease III [EC:3.1.26.-]"
"K02914"," RP-L34, MRPL34, rpmH"," large subunit ribosomal protein L34"
"K16618"," POLN"," DNA polymerase nu [EC:2.7.7.7]"
"K19178"," HELQ"," POLQ-like helicase [EC:5.6.2.4]"
"K19765"," HSBP1"," heat shock factor-binding protein 1"
"K15381"," DIRC2, SLC49A3"," MFS transporter, FLVCR family, disrupted in renal carcinoma protein 2"
"K11099"," SNRPG, SMG"," small nuclear ribonucleoprotein G"
"K08512"," VAMP8"," vesicle-associated membrane protein 8"
"K08564"," NYV1"," vacuolar v-SNARE NYV1"
"K03297"," emrE, qac, mmr, smr"," small multidrug resistance pump"
"K05030"," CLCA3_4"," calcium-activated chloride channel regulator 3/4"
"K07533"," prsA"," foldase protein PrsA [EC:5.2.1.8]"
"K17653"," TFB2M"," dimethyladenosine transferase 2, mitochondrial [EC:2.1.1.-]"
"K20541"," bcsB"," cellulose synthase operon protein B"
"K02893"," RP-L23Ae, RPL23A"," large subunit ribosomal protein L23Ae"
"K01253"," EPHX1"," microsomal epoxide hydrolase [EC:3.3.2.9]"
"K08726"," EPHX2"," soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76]"
"K06721"," CLEC10A, CLECSF13, CLECSF14, CD301"," C-type lectin domain family 10 member A"
"K10063"," ASGR1"," asialoglycoprotein receptor 1"
"K03104"," SRP14"," signal recognition particle subunit SRP14"
"K11247"," SH3GL"," endophilin-A"
"K20456"," OSBP"," oxysterol-binding protein 1"
"K20462"," OSBP2, ORP4"," oxysterol-binding protein 2"
"K07059"," K07059"," rhomboid family protein"
"K18167"," SDHAF1"," succinate dehydrogenase assembly factor 1"
"K05648"," ABCA5"," ATP-binding cassette, subfamily A (ABC1), member 5"
"K21563"," dnr"," CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator"
"K03963"," NDUFB7"," NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7"
"K02518"," infA"," translation initiation factor IF-1"
"K11319"," ING3"," inhibitor of growth protein 3"
"K07912"," RAB24"," Ras-related protein Rab-24"
"K07920"," RAB33B"," Ras-related protein Rab-33B"
"K13681"," FUT"," xyloglucan fucosyltransferase [EC:2.4.1.-]"
"K09936"," TC.BAT2"," bacterial/archaeal transporter family-2 protein"
"K12037"," TRIM75"," tripartite motif-containing protein 75"
"K09548"," PFDN1"," prefoldin subunit 1"
"K03934"," NDUFS1"," NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2]"
"K18633"," MZT1, GIP1, GIP2"," mitotic-spindle organizing protein 1"
"K02346"," dinB"," DNA polymerase IV [EC:2.7.7.7]"
"K02923"," RP-L38e, RPL38"," large subunit ribosomal protein L38e"
"K10394"," KIF3A"," kinesin family member 3A"
"K17793"," TIM12"," mitochondrial import inner membrane translocase subunit TIM12"
"K17816"," NUDT1, MTH1"," 8-oxo-dGTP diphosphatase / 2-hydroxy-dATP diphosphatase [EC:3.6.1.55 3.6.1.56]"
"K12897"," TRA2"," transformer-2 protein"
"K14325"," RNPS1"," RNA-binding protein with serine-rich domain 1"
"K05035"," SLC6A2, NET"," solute carrier family 6 (neurotransmitter transporter, noradrenalin) member 2"
"K05036"," SLC6A3, DAT"," solute carrier family 6 (neurotransmitter transporter, dopamine) member 3"
"K11344"," EAF6"," chromatin modification-related protein EAF6"
"K18178"," COA5, PET191"," cytochrome c oxidase assembly factor 5"
"K14262"," DUG2"," di- and tripeptidase [EC:3.4.-.-]"
"K18802"," DUG3"," glutamine amidotransferase"
"K01633"," folB"," 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]"
"K09815"," znuA"," zinc transport system substrate-binding protein"
"K11707"," troA, mntA, znuA"," manganese/zinc/iron transport system substrate-binding protein"
"K00419"," QCR9, UCRC"," ubiquinol-cytochrome c reductase subunit 9"
"K10435"," MAP1LC"," microtubule-associated protein 1 light chain"
"K09158"," K09158"," uncharacterized protein"
"K06091"," MPP5, PALS1"," MAGUK p55 subfamily member 5"
"K17422"," MRPL41"," large subunit ribosomal protein L41"
"K10990"," RMI1, BRAP75"," RecQ-mediated genome instability protein 1"
"K13804"," INAD"," inactivation no afterpotential D protein"
"K19191"," mabO"," 4-methylaminobutanoate oxidase (formaldehyde-forming) [EC:1.5.3.19]"
"K11981"," RNF41, NRDP1"," E3 ubiquitin-protein ligase NRDP1 [EC:2.3.2.27]"
"K02224"," cobB-cbiA"," cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]"
"K13192"," RBM26"," RNA-binding protein 26"
"K13193"," RBM27"," RNA-binding protein 27"
"K16617"," COL13A"," collagen type XIII alpha"
"K20406"," NPRL3, NPR3"," nitrogen permease regulator 3"
"K12624"," LSM5"," U6 snRNA-associated Sm-like protein LSm5"
"K17582"," MKI67"," antigen KI-67"
"K16755"," CCDC61"," coiled-coil domain-containing protein 61"
"K12562"," AMPH"," amphiphysin"
"K16899"," addB"," ATP-dependent helicase/nuclease subunit B [EC:5.6.2.4 3.1.-.-]"
"K13619"," DDHD1"," phospholipase DDHD1 [EC:3.1.1.118]"
"K19372"," DNAJC27"," DnaJ homolog subfamily C member 27"
"K00015"," gyaR, GOR1"," glyoxylate reductase [EC:1.1.1.26]"
"K06479"," CD48, BCM1"," CD48 antigen"
"K03610"," minC"," septum site-determining protein MinC"
"K20909"," ANTXR"," anthrax toxin receptor"
"K13185"," DHX30"," ATP-dependent RNA helicase DHX30 [EC:3.6.4.13]"
"K14675"," TGL3"," TAG lipase / lysophosphatidylethanolamine acyltransferase [EC:3.1.1.3 2.3.1.-]"
"K10265"," FBXW9"," F-box and WD-40 domain protein 9"
"K12832"," SF3B5, SF3B10"," splicing factor 3B subunit 5"
"K19485"," PLAGL1"," zinc finger protein PLAGL1"
"K08714"," VGSC"," voltage-gated sodium channel"
"K11792"," DDA1"," DET1- and DDB1-associated protein 1"
"K05973"," phaZ"," poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]"
"K04740"," CAPN12"," calpain-12 [EC:3.4.22.-]"
"K14851"," RRP17, NOL12"," ribosomal RNA-processing protein 17"
"K13061"," rhlI, phzI, solI, cepI, tofI"," acyl homoserine lactone synthase [EC:2.3.1.184]"
"K11986"," USP3"," ubiquitin carboxyl-terminal hydrolase 3 [EC:3.4.19.12]"
"K03427"," hsdM"," type I restriction enzyme M protein [EC:2.1.1.72]"
"K11237"," BEM1"," bud emergence protein 1"
"K19028"," PFKFB1"," 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 1 [EC:2.7.1.105 3.1.3.46]"
"K19029"," PFKFB2"," 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]"
"K19030"," PFKFB4"," 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4 [EC:2.7.1.105 3.1.3.46]"
"K01571"," oadA"," oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2]"
"K12434"," pks7"," polyketide synthase 7"
"K04090"," E1.2.7.8"," indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]"
"K15786"," doeC"," aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]"
"K06916"," zapE"," cell division protein ZapE"
"K03746"," hns"," DNA-binding protein H-NS"
"K07323"," mlaC"," phospholipid transport system substrate-binding protein"
"K11140"," ANPEP, CD13"," aminopeptidase N [EC:3.4.11.2]"
"K15778"," pmm-pgm"," phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"
"K01695"," trpA"," tryptophan synthase alpha chain [EC:4.2.1.20]"
"K01696"," trpB"," tryptophan synthase beta chain [EC:4.2.1.20]"
"K13222"," BX1, IGL"," indole-3-glycerol-phosphate lyase [EC:4.1.2.8]"
"K07552"," bcr, tcaB"," MFS transporter, DHA1 family, multidrug resistance protein"
"K05120"," TIE1"," tyrosine kinase receptor 1 [EC:2.7.10.1]"
"K13912"," DMBT1"," deleted in malignant brain tumors 1 protein"
"K16910"," PTPRQ"," receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48]"
"K17341"," HMCN"," hemicentin"
"K08765"," CPT1A"," carnitine O-palmitoyltransferase 1, liver isoform [EC:2.3.1.21]"
"K19523"," CPT1B"," carnitine O-palmitoyltransferase 1, muscle isoform [EC:2.3.1.21]"
"K00154"," E1.2.1.68"," coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]"
"K18597"," EML5"," echinoderm microtubule-associated protein-like 5"
"K15156"," MED14, RGR1"," mediator of RNA polymerase II transcription subunit 14"
"K00840"," astC"," succinylornithine aminotransferase [EC:2.6.1.81]"
"K01017"," CHST11"," chondroitin 4-sulfotransferase 11 [EC:2.8.2.5]"
"K09672"," CHST8"," carbohydrate 4-sulfotransferase 8 [EC:2.8.2.-]"
"K09673"," CHST9"," carbohydrate 4-sulfotransferase 9 [EC:2.8.2.-]"
"K03407"," cheA"," two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
"K02391"," flgF"," flagellar basal-body rod protein FlgF"
"K01181"," E3.2.1.8, xynA"," endo-1,4-beta-xylanase [EC:3.2.1.8]"
"K09767"," yajQ"," cyclic-di-GMP-binding protein"
"K02409"," fliF"," flagellar M-ring protein FliF"
"K16079"," omp31"," outer membrane immunogenic protein"
"K10543"," xylF"," D-xylose transport system substrate-binding protein"
"K12875"," ACIN1, ACINUS"," apoptotic chromatin condensation inducer in the nucleus"
"K00163"," aceE"," pyruvate dehydrogenase E1 component [EC:1.2.4.1]"
"K02605"," ORC3"," origin recognition complex subunit 3"
"K03414"," cheZ"," chemotaxis protein CheZ"
"K06445"," fadE"," acyl-CoA dehydrogenase [EC:1.3.99.-]"
"K09323"," ALX3"," homeobox protein aristaless-like 3"
"K12411"," YOX1, YHP1"," homeobox protein YOX1/YHP1"
"K01464"," DPYS, dht, hydA"," dihydropyrimidinase [EC:3.5.2.2]"
"K07528"," DPYSL2, CRMP2"," dihydropyrimidinase-like 2"
"K07529"," DPYSL5, CRAM"," dihydropyrimidinase-like 5"
"K12042"," TNNC2"," troponin C, skeletal muscle"
"K00833"," bioA"," adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]"
"K07267"," oprB"," porin"
"K03333"," choD"," cholesterol oxidase [EC:1.1.3.6]"
"K03415"," cheV"," two-component system, chemotaxis family, chemotaxis protein CheV"
"K00528"," fpr"," ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]"
"K13713"," purCD"," fusion protein PurCD [EC:6.3.2.6 6.3.4.13]"
"K07180"," prkA"," serine protein kinase"
"K10232"," aglE, ggtB"," alpha-glucoside transport system substrate-binding protein"
"K02000"," proV"," glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]"
"K01127"," GPLD1"," glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50]"
"K07080"," K07080"," uncharacterized protein"
"K01920"," gshB"," glutathione synthase [EC:6.3.2.3]"
"K06020"," ettA"," energy-dependent translational throttle protein EttA"
"K01946"," ACACB"," acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]"
"K02444"," glpR"," DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor"
"K14083"," mttB"," trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]"
"K07714"," atoC"," two-component system, NtrC family, response regulator AtoC"
"K18138"," acrB, mexB, adeJ, smeE, mtrD, cmeB"," multidrug efflux pump"
"K20871"," IRX14"," putative beta-1,4-xylosyltransferase IRX14 [EC:2.4.2.-]"
"K05868"," CCNB1"," G2/mitotic-specific cyclin-B1"
"K21771"," CCNB3"," G2/mitotic-specific cyclin-B3"
"K09882"," cobS"," cobaltochelatase CobS [EC:6.6.1.2]"
"K10228"," smoF, mtlF"," polyol transport system permease protein"
"K18371"," acmA"," acetone monooxygenase (methyl acetate-forming) [EC:1.14.13.226]"
"K01250"," rihA"," pyrimidine-specific ribonucleoside hydrolase [EC:3.2.2.-]"
"K18989"," vexF"," multidrug efflux pump"
"K03183"," ubiE"," demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]"
"K00597"," MTRR"," methionine synthase reductase [EC:1.16.1.8]"
"K00315"," DMGDH"," dimethylglycine dehydrogenase [EC:1.5.8.4]"
"K14475"," ICP"," inhibitor of cysteine peptidase"
"K14314"," NUP210, GP210"," nuclear pore complex protein Nup210"
"K16540"," AZI1, CEP131"," 5-azacytidine-induced protein 1"
"K17480"," AATK, LMTK1"," lemur tyrosine kinase 1 [EC:2.7.10.1]"
"K18406"," TDRKH, TDRD2"," tudor domain-containing protein 2"
"K18409"," TDRD12"," ATP-dependent RNA helicase TDRD12 [EC:3.6.4.13]"
"K18756"," BICC1, BICC"," protein bicaudal C"
"K02733"," PSMB10, MECL1"," 20S proteasome subunit beta 10 [EC:3.4.25.1]"
"K10831"," tauB"," taurine transport system ATP-binding protein [EC:7.6.2.7]"
"K15579"," nrtD, cynD"," nitrate/nitrite transport system ATP-binding protein"
"K02050"," ABC.SN.P"," NitT/TauT family transport system permease protein"
"K15501"," PPP6R3, SAPS3"," serine/threonine-protein phosphatase 6 regulatory subunit 3"
"K13777"," atuF"," geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]"
"K04768"," acuC"," acetoin utilization protein AcuC"
"K15200"," GTF3C2"," general transcription factor 3C polypeptide 2"
"K12348"," ASAH1"," acid ceramidase [EC:3.5.1.23]"
"K01071"," MCH"," medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]"
"K00667"," FAS2"," fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
"K00668"," FAS1"," fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]"
"K05033"," ABCC9, SUR2"," ATP-binding cassette subfamily C (CFTR/MRP) member 9"
"K12649"," DHX58, LGP2"," ATP-dependent RNA helicase DHX58 [EC:3.6.4.13]"
"K13711"," PI4K2"," phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]"
"K01083"," E3.1.3.8"," 3-phytase [EC:3.1.3.8]"
"K01757"," STR1"," strictosidine synthase [EC:4.3.3.2]"
"K02057"," ABC.SS.P"," simple sugar transport system permease protein"
"K03513"," POLM"," DNA polymerase mu [EC:2.7.7.7]"
"K05996"," cpt"," carboxypeptidase T [EC:3.4.17.18]"
"K22244"," REG4"," regenerating islet-derived protein 4"
"K12406"," PKLR"," pyruvate kinase isozymes R/L [EC:2.7.1.40]"
"K20474"," RINT1, TIP20"," RAD50-interacting protein 1"
