"orfs","ko_iteration","ko_id","V1"
"NODE_40300_length_970_cov_43.535117_g18875_i0.p1","ko:_1","K08874",NA
"NODE_40302_length_970_cov_28.462653_g18876_i0.p2","ko:_1","K10481",NA
"NODE_40302_length_970_cov_28.462653_g18876_i0.p2","ko:_2","K11578",NA
"NODE_40306_length_970_cov_12.755853_g3549_i7.p2","ko:_1","K17686",NA
"NODE_40306_length_970_cov_12.755853_g3549_i7.p2","ko:_2","K20405",NA
"NODE_40307_length_970_cov_6.180602_g6539_i4.p1","ko:_1","K03320",NA
"NODE_40307_length_970_cov_6.180602_g6539_i4.p1","ko:_2","K14805",NA
"NODE_4030_length_3272_cov_27.015005_g612_i1.p3","ko:_1","K06171",NA
"NODE_4030_length_3272_cov_27.015005_g612_i1.p3","ko:_2","K14548",NA
"NODE_4030_length_3272_cov_27.015005_g612_i1.p1","ko:_1","K06171",NA
"NODE_4030_length_3272_cov_27.015005_g612_i1.p1","ko:_2","K14548",NA
"NODE_4030_length_3272_cov_27.015005_g612_i1.p4","ko:_1","K06171",NA
"NODE_4030_length_3272_cov_27.015005_g612_i1.p4","ko:_2","K14548",NA
"NODE_40311_length_969_cov_264.953125_g18881_i0.p1","ko:_1","K07937",NA
"NODE_40311_length_969_cov_264.953125_g18881_i0.p1","ko:_2","K07942",NA
"NODE_40311_length_969_cov_264.953125_g18881_i0.p1","ko:_3","K07977",NA
"NODE_40315_length_969_cov_80.883929_g18885_i0.p1","ko:_1","K02888",NA
"NODE_40319_length_969_cov_36.062500_g18887_i0.p2","ko:_1","K01376",NA
"NODE_4032_length_3271_cov_238.582552_g327_i3.p1","ko:_1","K10866",NA
"NODE_40336_length_968_cov_48.564246_g18896_i0.p1","ko:_1","K03789",NA
"NODE_40337_length_968_cov_46.697207_g18897_i0.p1","ko:_1","K01868",NA
"NODE_40337_length_968_cov_46.697207_g18897_i0.p1","ko:_2","K06287",NA
"NODE_4033_length_3271_cov_161.424640_g1309_i1.p1","ko:_1","K08675",NA
"NODE_40344_length_968_cov_17.614525_g18903_i0.p2","ko:_1","K01265",NA
"NODE_40344_length_968_cov_17.614525_g18903_i0.p2","ko:_2","K05337",NA
"NODE_40344_length_968_cov_17.614525_g18903_i0.p2","ko:_3","K08244",NA
"NODE_40345_length_968_cov_17.355307_g18904_i0.p1","ko:_1","K09568",NA
"NODE_40356_length_967_cov_103.040268_g3457_i2.p3","ko:_1","K02355",NA
"NODE_40358_length_967_cov_92.834452_g18913_i0.p2","ko:_1","K01802",NA
"NODE_40358_length_967_cov_92.834452_g18913_i0.p2","ko:_2","K03773",NA
"NODE_4035_length_3271_cov_31.291119_g1640_i1.p1","ko:_1","K03657",NA
"NODE_40367_length_967_cov_25.710291_g5952_i2.p1","ko:_1","K15280",NA
"NODE_4036_length_3271_cov_18.553158_g1622_i1.p1","ko:_1","K10706",NA
"NODE_40372_length_967_cov_19.356823_g9793_i3.p2","ko:_1","K01764",NA
"NODE_40374_length_967_cov_15.067114_g18918_i0.p1","ko:_1","K20165",NA
"NODE_40377_length_966_cov_605.958567_g14546_i2.p2","ko:_1","K00962",NA
"NODE_40377_length_966_cov_605.958567_g14546_i2.p2","ko:_2","K15425",NA
"NODE_40378_length_966_cov_494.729003_g8659_i4.p1","ko:_1","K01647",NA
"NODE_40381_length_966_cov_326.572228_g17909_i1.p3","ko:_1","K10300",NA
"NODE_40384_length_966_cov_81.064950_g452_i9.p1","ko:_1","K00888",NA
"NODE_40384_length_966_cov_81.064950_g452_i9.p1","ko:_2","K19801",NA
"NODE_40386_length_966_cov_57.465845_g13485_i3.p1","ko:_1","K12619",NA
"NODE_40386_length_966_cov_57.465845_g13485_i3.p1","ko:_2","K20553",NA
"NODE_40390_length_966_cov_30.536394_g18923_i0.p3","ko:_1","K01188",NA
"NODE_40390_length_966_cov_30.536394_g18923_i0.p3","ko:_2","K13347",NA
"NODE_40390_length_966_cov_30.536394_g18923_i0.p3","ko:_3","K13348",NA
"NODE_40390_length_966_cov_30.536394_g18923_i0.p3","ko:_4","K20311",NA
"NODE_40392_length_966_cov_26.137738_g18924_i0.p2","ko:_1","K09648",NA
"NODE_40394_length_966_cov_25.290034_g18925_i0.p2","ko:_1","K15078",NA
"NODE_4039_length_3270_cov_109.493588_g313_i7.p5","ko:_1","K05349",NA
"NODE_40403_length_965_cov_14880.069507_g2933_i5.p1","ko:_1","K03283",NA
"NODE_40405_length_965_cov_179.077354_g15475_i2.p1","ko:_1","K19332",NA
"NODE_4040_length_3270_cov_64.331248_g1758_i0.p1","ko:_1","K17917",NA
"NODE_40411_length_965_cov_56.900224_g12872_i2.p1","ko:_1","K00758",NA
"NODE_40411_length_965_cov_56.900224_g12872_i2.p1","ko:_2","K03138",NA
"NODE_40411_length_965_cov_56.900224_g12872_i2.p1","ko:_3","K07152",NA
"NODE_40412_length_965_cov_52.337444_g5458_i2.p2","ko:_1","K00213",NA
"NODE_40413_length_965_cov_37.764574_g18936_i0.p3","ko:_1","K01244",NA
"NODE_40417_length_965_cov_30.115471_g6084_i2.p1","ko:_1","K00995",NA
"NODE_40417_length_965_cov_30.115471_g6084_i2.p1","ko:_2","K19948",NA
"NODE_40420_length_965_cov_11.176009_g18940_i0.p2","ko:_1","K18998",NA
"NODE_40420_length_965_cov_11.176009_g18940_i0.p2","ko:_2","K18999",NA
"NODE_40425_length_964_cov_3600.609428_g18945_i0.p1","ko:_1","K00026",NA
"NODE_40425_length_964_cov_3600.609428_g18945_i0.p1","ko:_2","K02903",NA
"NODE_40425_length_964_cov_3600.609428_g18945_i0.p1","ko:_3","K06210",NA
"NODE_40426_length_964_cov_884.965208_g18946_i0.p1","ko:_1","K02738",NA
"NODE_40426_length_964_cov_884.965208_g18946_i0.p1","ko:_2","K11507",NA
"NODE_40428_length_964_cov_220.450056_g14952_i2.p1","ko:_1","K11550",NA
"NODE_40434_length_964_cov_72.342312_g18949_i0.p1","ko:_1","K04459",NA
"NODE_40434_length_964_cov_72.342312_g18949_i0.p1","ko:_2","K14819",NA
"NODE_40434_length_964_cov_72.342312_g18949_i0.p1","ko:_3","K20216",NA
"NODE_40434_length_964_cov_72.342312_g18949_i0.p1","ko:_4","K21946",NA
"NODE_40435_length_964_cov_65.506173_g6642_i2.p1","ko:_1","K08994",NA
"NODE_4043_length_3269_cov_138.156133_g1091_i6.p1","ko:_1","K02878",NA
"NODE_4043_length_3269_cov_138.156133_g1091_i6.p1","ko:_2","K12842",NA
"NODE_40448_length_964_cov_15.842873_g18957_i0.p1","ko:_1","K15082",NA
"NODE_40449_length_964_cov_12.099888_g18958_i0.p1","ko:_1","K18046",NA
"NODE_4044_length_3269_cov_75.409887_g1506_i2.p1","ko:_1","K03854",NA
"NODE_4044_length_3269_cov_75.409887_g1506_i2.p1","ko:_2","K10967",NA
"NODE_40451_length_964_cov_2.078563_g18960_i0.p1","ko:_1","K15670",NA
"NODE_40451_length_964_cov_2.078563_g18960_i0.p1","ko:_2","K15671",NA
"NODE_40451_length_964_cov_2.078563_g18960_i0.p1","ko:_3","K15673",NA
"NODE_40452_length_963_cov_2774.886517_g18961_i0.p2","ko:_1","K02962",NA
"NODE_40452_length_963_cov_2774.886517_g18961_i0.p2","ko:_2","K04324",NA
"NODE_40452_length_963_cov_2774.886517_g18961_i0.p2","ko:_3","K06674",NA
"NODE_40452_length_963_cov_2774.886517_g18961_i0.p2","ko:_4","K14807",NA
"NODE_40452_length_963_cov_2774.886517_g18961_i0.p2","ko:_5","K20099",NA
"NODE_40453_length_963_cov_453.948315_g15085_i1.p1","ko:_1","K02326",NA
"NODE_40457_length_963_cov_59.613483_g18964_i0.p1","ko:_1","K11419",NA
"NODE_40457_length_963_cov_59.613483_g18964_i0.p1","ko:_2","K11420",NA
"NODE_40457_length_963_cov_59.613483_g18964_i0.p1","ko:_3","K11433",NA
"NODE_40457_length_963_cov_59.613483_g18964_i0.p1","ko:_4","K13093",NA
"NODE_40458_length_963_cov_56.980899_g18965_i0.p3","ko:_1","K03686",NA
"NODE_40459_length_963_cov_56.339326_g8082_i2.p1","ko:_1","K00849",NA
"NODE_40464_length_963_cov_20.737079_g2077_i4.p1","ko:_1","K02355",NA
"NODE_40465_length_963_cov_20.533708_g18968_i0.p1","ko:_1","K06999",NA
"NODE_40468_length_963_cov_17.283146_g18970_i0.p2","ko:_1","K10147",NA
"NODE_40468_length_963_cov_17.283146_g18970_i0.p2","ko:_2","K17506",NA
"NODE_4046_length_3269_cov_24.543179_g925_i4.p1","ko:_1","K00211",NA
"NODE_4046_length_3269_cov_24.543179_g925_i4.p1","ko:_2","K00852",NA
"NODE_4046_length_3269_cov_24.543179_g925_i4.p1","ko:_3","K12586",NA
"NODE_4046_length_3269_cov_24.543179_g925_i4.p1","ko:_4","K15227",NA
"NODE_4046_length_3269_cov_24.543179_g925_i4.p1","ko:_5","K15849",NA
"NODE_4046_length_3269_cov_24.543179_g925_i4.p2","ko:_1","K00211",NA
"NODE_4046_length_3269_cov_24.543179_g925_i4.p2","ko:_2","K00852",NA
"NODE_4046_length_3269_cov_24.543179_g925_i4.p2","ko:_3","K12586",NA
"NODE_4046_length_3269_cov_24.543179_g925_i4.p2","ko:_4","K15227",NA
"NODE_4046_length_3269_cov_24.543179_g925_i4.p2","ko:_5","K15849",NA
"NODE_40476_length_963_cov_4.277528_g18978_i0.p3","ko:_1","K21440",NA
"NODE_40476_length_963_cov_4.277528_g18978_i0.p2","ko:_1","K21440",NA
"NODE_40479_length_962_cov_429.365579_g17049_i2.p1","ko:_1","K10753",NA
"NODE_4047_length_3268_cov_39.235368_g1267_i2.p3","ko:_1","K17584",NA
"NODE_40481_length_962_cov_403.419573_g18981_i0.p2","ko:_1","K09579",NA
"NODE_40481_length_962_cov_403.419573_g18981_i0.p2","ko:_2","K19980",NA
"NODE_40483_length_962_cov_178.915636_g17890_i1.p2","ko:_1","K07910",NA
"NODE_40484_length_962_cov_165.953881_g18983_i0.p1","ko:_1","K12599",NA
"NODE_40490_length_962_cov_66.075366_g6911_i3.p1","ko:_1","K01476",NA
"NODE_40496_length_962_cov_38.062992_g5642_i2.p1","ko:_1","K10592",NA
"NODE_40496_length_962_cov_38.062992_g5642_i2.p1","ko:_2","K14786",NA
"NODE_40498_length_962_cov_26.565804_g18989_i0.p2","ko:_1","K03686",NA
"NODE_4049_length_3268_cov_26.774335_g104_i8.p1","ko:_1","K21767",NA
"NODE_404_length_5746_cov_40.929843_g169_i0.p5","ko:_1","K06217",NA
"NODE_40500_length_962_cov_20.663667_g18990_i0.p2","ko:_1","K04730",NA
"NODE_40510_length_961_cov_258.840090_g18999_i0.p1","ko:_1","K01519",NA
"NODE_40511_length_961_cov_146.555180_g19000_i0.p2","ko:_1","K22066",NA
"NODE_40517_length_961_cov_54.191441_g14779_i1.p1","ko:_1","K18735",NA
"NODE_40528_length_961_cov_20.408784_g18766_i1.p1","ko:_1","K02183",NA
"NODE_40530_length_961_cov_14.055180_g19013_i0.p1","ko:_1","K05093",NA
"NODE_40530_length_961_cov_14.055180_g19013_i0.p1","ko:_2","K13338",NA
"NODE_40534_length_960_cov_9262.009019_g15400_i2.p3","ko:_1","K01679",NA
"NODE_40535_length_960_cov_1322.666291_g15716_i1.p2","ko:_1","K09580",NA
"NODE_40537_length_960_cov_272.807215_g19017_i0.p1","ko:_1","K08517",NA
"NODE_40539_length_960_cov_90.373168_g5221_i5.p3","ko:_1","K11095",NA
"NODE_4053_length_3267_cov_40.677520_g1651_i1.p1","ko:_1","K15436",NA
"NODE_40542_length_960_cov_58.382187_g19020_i0.p1","ko:_1","K00326",NA
"NODE_40545_length_960_cov_24.535513_g19021_i0.p1","ko:_1","K10223",NA
"NODE_40549_length_960_cov_5.264938_g19024_i0.p1","ko:_1","K03834",NA
"NODE_40550_length_960_cov_4.112740_g19025_i0.p1","ko:_1","K01641",NA
"NODE_40554_length_959_cov_157.773138_g15812_i2.p3","ko:_1","K00948",NA
"NODE_40554_length_959_cov_157.773138_g15812_i2.p3","ko:_2","K14638",NA
"NODE_40555_length_959_cov_150.320542_g18041_i1.p1","ko:_1","K01759",NA
"NODE_40556_length_959_cov_111.551919_g12284_i1.p3","ko:_1","K09512",NA
"NODE_40556_length_959_cov_111.551919_g12284_i1.p3","ko:_2","K09523",NA
"NODE_40556_length_959_cov_111.551919_g12284_i1.p3","ko:_3","K09527",NA
"NODE_40556_length_959_cov_111.551919_g12284_i1.p3","ko:_4","K17867",NA
"NODE_40561_length_959_cov_70.629797_g13014_i1.p1","ko:_1","K16055",NA
"NODE_40561_length_959_cov_70.629797_g13014_i1.p1","ko:_2","K21398",NA
"NODE_40562_length_959_cov_68.335214_g19027_i0.p2","ko:_1","K16276",NA
"NODE_40563_length_959_cov_56.244921_g19028_i0.p2","ko:_1","K14050",NA
"NODE_40563_length_959_cov_56.244921_g19028_i0.p2","ko:_2","K14328",NA
"NODE_40563_length_959_cov_56.244921_g19028_i0.p2","ko:_3","K17265",NA
"NODE_40563_length_959_cov_56.244921_g19028_i0.p2","ko:_4","K19718",NA
"NODE_40564_length_959_cov_54.119639_g776_i5.p1","ko:_1","K11838",NA
"NODE_40564_length_959_cov_54.119639_g776_i5.p1","ko:_2","K12026",NA
"NODE_40564_length_959_cov_54.119639_g776_i5.p1","ko:_3","K20101",NA
"NODE_40565_length_959_cov_47.911964_g19029_i0.p1","ko:_1","K01802",NA
"NODE_40571_length_959_cov_18.383747_g19032_i0.p1","ko:_1","K10395",NA
"NODE_40571_length_959_cov_18.383747_g19032_i0.p1","ko:_2","K11778",NA
"NODE_40575_length_959_cov_6.414221_g7408_i1.p2","ko:_1","K00706",NA
"NODE_40575_length_959_cov_6.414221_g7408_i1.p2","ko:_2","K11000",NA
"NODE_40577_length_958_cov_279.786441_g543_i2.p1","ko:_1","K05236",NA
"NODE_40579_length_958_cov_196.151412_g14937_i1.p1","ko:_1","K14050",NA
"NODE_40579_length_958_cov_196.151412_g14937_i1.p1","ko:_2","K14328",NA
"NODE_40579_length_958_cov_196.151412_g14937_i1.p1","ko:_3","K17265",NA
"NODE_40579_length_958_cov_196.151412_g14937_i1.p1","ko:_4","K19718",NA
"NODE_40584_length_958_cov_46.722034_g2153_i18.p1","ko:_1","K11204",NA
"NODE_40586_length_958_cov_35.481356_g19038_i0.p1","ko:_1","K01057",NA
"NODE_40587_length_958_cov_34.879096_g19039_i0.p2","ko:_1","K20165",NA
"NODE_40589_length_958_cov_25.837288_g1773_i8.p1","ko:_1","K20180",NA
"NODE_40590_length_958_cov_20.124294_g19040_i0.p2","ko:_1","K01669",NA
"NODE_40591_length_958_cov_17.726554_g19041_i0.p2","ko:_1","K14401",NA
"NODE_40595_length_958_cov_11.493785_g19044_i0.p2","ko:_1","K11452",NA
"NODE_40603_length_957_cov_1502.216063_g19051_i0.p1","ko:_1","K17609",NA
"NODE_40609_length_957_cov_151.745475_g13574_i1.p1","ko:_1","K13098",NA
"NODE_40609_length_957_cov_151.745475_g13574_i1.p1","ko:_2","K14651",NA
"NODE_40615_length_957_cov_38.276018_g19056_i0.p1","ko:_1","K10597",NA
"NODE_40618_length_957_cov_22.228507_g19057_i0.p1","ko:_1","K17278",NA
"NODE_40619_length_957_cov_20.194570_g19058_i0.p2","ko:_1","K21806",NA
"NODE_4061_length_3264_cov_4.460984_g1765_i0.p1","ko:_1","K01580",NA
"NODE_4061_length_3264_cov_4.460984_g1765_i0.p1","ko:_2","K14790",NA
"NODE_40621_length_957_cov_19.923077_g19060_i0.p1","ko:_1","K10223",NA
"NODE_40622_length_957_cov_19.631222_g5335_i3.p2","ko:_1","K00799",NA
"NODE_40625_length_957_cov_6.962670_g19062_i0.p1","ko:_1","K21440",NA
"NODE_40629_length_956_cov_2085.157418_g19066_i0.p1","ko:_1","K07374",NA
"NODE_40630_length_956_cov_332.459796_g19067_i0.p2","ko:_1","K11253",NA
"NODE_40630_length_956_cov_332.459796_g19067_i0.p2","ko:_2","K11275",NA
"NODE_40631_length_956_cov_136.653454_g19068_i0.p1","ko:_1","K01452",NA
"NODE_40633_length_956_cov_113.155153_g19070_i0.p1","ko:_1","K15382",NA
"NODE_40634_length_956_cov_111.174405_g19071_i0.p2","ko:_1","K04426",NA
"NODE_40636_length_956_cov_103.238958_g500_i6.p1","ko:_1","K16602",NA
"NODE_40637_length_956_cov_97.035108_g19072_i0.p1","ko:_1","K06767",NA
"NODE_40637_length_956_cov_97.035108_g19072_i0.p1","ko:_2","K10779",NA
"NODE_40637_length_956_cov_97.035108_g19072_i0.p1","ko:_3","K10875",NA
"NODE_40637_length_956_cov_97.035108_g19072_i0.p1","ko:_4","K22407",NA
"NODE_40639_length_956_cov_77.987542_g19073_i0.p1","ko:_1","K14816",NA
"NODE_4063_length_3263_cov_151.361129_g1767_i0.p1","ko:_1","K01895",NA
"NODE_4063_length_3263_cov_151.361129_g1767_i0.p2","ko:_1","K01895",NA
"NODE_40640_length_956_cov_77.795017_g19074_i0.p2","ko:_1","K03235",NA
"NODE_40645_length_956_cov_36.749717_g19077_i0.p2","ko:_1","K14326",NA
"NODE_40656_length_955_cov_123.620181_g9318_i2.p1","ko:_1","K14191",NA
"NODE_40662_length_955_cov_26.281179_g19087_i0.p1","ko:_1","K14007",NA
"NODE_40664_length_955_cov_23.605442_g13167_i2.p1","ko:_1","K08492",NA
"NODE_40667_length_955_cov_14.642857_g6054_i3.p1","ko:_1","K13210",NA
"NODE_4066_length_3263_cov_25.804075_g1770_i0.p3","ko:_1","K00428",NA
"NODE_4066_length_3263_cov_25.804075_g1770_i0.p3","ko:_2","K19525",NA
"NODE_4066_length_3263_cov_25.804075_g1770_i0.p1","ko:_1","K00428",NA
"NODE_4066_length_3263_cov_25.804075_g1770_i0.p1","ko:_2","K19525",NA
"NODE_40671_length_955_cov_7.676871_g19091_i0.p1","ko:_1","K00465",NA
"NODE_40671_length_955_cov_7.676871_g19091_i0.p1","ko:_2","K09840",NA
"NODE_40671_length_955_cov_7.676871_g19091_i0.p1","ko:_3","K11159",NA
"NODE_40672_length_954_cov_275.045403_g19092_i0.p1","ko:_1","K08517",NA
"NODE_40673_length_954_cov_229.767310_g19093_i0.p2","ko:_1","K01802",NA
"NODE_40673_length_954_cov_229.767310_g19093_i0.p2","ko:_2","K12733",NA
"NODE_40674_length_954_cov_194.498297_g19094_i0.p2","ko:_1","K01881",NA
"NODE_40674_length_954_cov_194.498297_g19094_i0.p2","ko:_2","K03678",NA
"NODE_40674_length_954_cov_194.498297_g19094_i0.p2","ko:_3","K04797",NA
"NODE_40674_length_954_cov_194.498297_g19094_i0.p2","ko:_4","K09504",NA
"NODE_40674_length_954_cov_194.498297_g19094_i0.p3","ko:_1","K01881",NA
"NODE_40674_length_954_cov_194.498297_g19094_i0.p3","ko:_2","K03678",NA
"NODE_40674_length_954_cov_194.498297_g19094_i0.p3","ko:_3","K04797",NA
"NODE_40674_length_954_cov_194.498297_g19094_i0.p3","ko:_4","K09504",NA
"NODE_40676_length_954_cov_151.887628_g14494_i1.p2","ko:_1","K22066",NA
"NODE_4067_length_3262_cov_77.704923_g1771_i0.p1","ko:_1","K01872",NA
"NODE_40683_length_954_cov_40.625426_g15829_i1.p2","ko:_1","K01897",NA
"NODE_40683_length_954_cov_40.625426_g15829_i1.p2","ko:_2","K10777",NA
"NODE_40683_length_954_cov_40.625426_g15829_i1.p2","ko:_3","K15201",NA
"NODE_40693_length_954_cov_16.466515_g19105_i0.p2","ko:_1","K00621",NA
"NODE_40694_length_954_cov_15.240636_g19106_i0.p2","ko:_1","K11594",NA
"NODE_406_length_5737_cov_26.826977_g155_i1.p2","ko:_1","K01184",NA
"NODE_406_length_5737_cov_26.826977_g155_i1.p2","ko:_2","K01213",NA
"NODE_40701_length_953_cov_2433.434091_g16127_i1.p2","ko:_1","K02912",NA
"NODE_40701_length_953_cov_2433.434091_g16127_i1.p2","ko:_2","K03132",NA
"NODE_40701_length_953_cov_2433.434091_g16127_i1.p2","ko:_3","K04805",NA
"NODE_40701_length_953_cov_2433.434091_g16127_i1.p2","ko:_4","K06990",NA
"NODE_40701_length_953_cov_2433.434091_g16127_i1.p2","ko:_5","K09329",NA
"NODE_40701_length_953_cov_2433.434091_g16127_i1.p2","ko:_6","K09503",NA
"NODE_40701_length_953_cov_2433.434091_g16127_i1.p2","ko:_7","K17593",NA
"NODE_40701_length_953_cov_2433.434091_g16127_i1.p2","ko:_8","K17822",NA
"NODE_40702_length_953_cov_352.290909_g19112_i0.p2","ko:_1","K02916",NA
"NODE_40704_length_953_cov_143.073864_g19114_i0.p1","ko:_1","K03671",NA
"NODE_40711_length_953_cov_80.237500_g19118_i0.p1","ko:_1","K09523",NA
"NODE_40711_length_953_cov_80.237500_g19118_i0.p1","ko:_2","K09527",NA
"NODE_40713_length_953_cov_43.253409_g14501_i1.p2","ko:_1","K11877",NA
"NODE_40714_length_953_cov_33.277273_g19119_i0.p5","ko:_1","K04077",NA
"NODE_40714_length_953_cov_33.277273_g19119_i0.p5","ko:_2","K10610",NA
"NODE_40714_length_953_cov_33.277273_g19119_i0.p5","ko:_3","K13868",NA
"NODE_4071_length_3261_cov_37.573087_g1773_i0.p5","ko:_1","K20180",NA
"NODE_4071_length_3261_cov_37.573087_g1773_i0.p1","ko:_1","K20180",NA
"NODE_4071_length_3261_cov_37.573087_g1773_i0.p3","ko:_1","K20180",NA
"NODE_40720_length_953_cov_25.671591_g19122_i0.p1","ko:_1","K10614",NA
"NODE_40733_length_952_cov_178.559727_g16297_i1.p2","ko:_1","K14821",NA
"NODE_40735_length_952_cov_128.857793_g1863_i3.p1","ko:_1","K17301",NA
"NODE_40738_length_952_cov_52.601820_g19133_i0.p1","ko:_1","K12865",NA
"NODE_40742_length_952_cov_11.737201_g19135_i0.p1","ko:_1","K20890",NA
"NODE_40745_length_952_cov_10.304892_g16906_i1.p1","ko:_1","K05034",NA
"NODE_40745_length_952_cov_10.304892_g16906_i1.p1","ko:_2","K05038",NA
"NODE_40745_length_952_cov_10.304892_g16906_i1.p1","ko:_3","K05048",NA
"NODE_40746_length_952_cov_9.374289_g19137_i0.p2","ko:_1","K19525",NA
"NODE_40746_length_952_cov_9.374289_g19137_i0.p2","ko:_2","K19527",NA
"NODE_40748_length_951_cov_5850.029613_g15400_i3.p2","ko:_1","K01679",NA
"NODE_40754_length_951_cov_47.865604_g19139_i0.p1","ko:_1","K20526",NA
"NODE_40756_length_951_cov_40.964692_g19141_i0.p1","ko:_1","K11647",NA
"NODE_40756_length_951_cov_40.964692_g19141_i0.p1","ko:_2","K11756",NA
"NODE_40756_length_951_cov_40.964692_g19141_i0.p1","ko:_3","K11786",NA
"NODE_40756_length_951_cov_40.964692_g19141_i0.p1","ko:_4","K15192",NA
"NODE_40759_length_951_cov_21.958998_g19144_i0.p2","ko:_1","K07088",NA
"NODE_4075_length_3259_cov_324.603264_g1510_i2.p1","ko:_1","K00615",NA
"NODE_4075_length_3259_cov_324.603264_g1510_i2.p1","ko:_2","K01662",NA
"NODE_40763_length_951_cov_9.249431_g19147_i0.p1","ko:_1","K15111",NA
"NODE_40764_length_950_cov_1637.781072_g13699_i3.p3","ko:_1","K02155",NA
"NODE_40768_length_950_cov_265.238312_g19149_i0.p2","ko:_1","K01710",NA
"NODE_40768_length_950_cov_265.238312_g19149_i0.p2","ko:_2","K08678",NA
"NODE_40773_length_950_cov_74.591790_g9170_i2.p2","ko:_1","K15272",NA
"NODE_40777_length_950_cov_43.275941_g3168_i4.p1","ko:_1","K13524",NA
"NODE_40778_length_950_cov_43.207526_g19154_i0.p2","ko:_1","K10581",NA
"NODE_40778_length_950_cov_43.207526_g19154_i0.p2","ko:_2","K10586",NA
"NODE_40779_length_950_cov_34.347777_g7296_i6.p3","ko:_1","K13179",NA
"NODE_4077_length_3259_cov_100.387947_g1519_i1.p7","ko:_1","K15333",NA
"NODE_40784_length_950_cov_18.558723_g10160_i1.p2","ko:_1","K11863",NA
"NODE_40787_length_949_cov_896.013699_g8023_i1.p1","ko:_1","K09274",NA
"NODE_40787_length_949_cov_896.013699_g8023_i1.p1","ko:_2","K22496",NA
"NODE_4078_length_3259_cov_47.283114_g405_i5.p5","ko:_1","K15789",NA
"NODE_40791_length_949_cov_200.702055_g19158_i0.p1","ko:_1","K10779",NA
"NODE_40791_length_949_cov_200.702055_g19158_i0.p1","ko:_2","K10877",NA
"NODE_40792_length_949_cov_164.884703_g1253_i6.p2","ko:_1","K01256",NA
"NODE_40792_length_949_cov_164.884703_g1253_i6.p2","ko:_2","K13725",NA
"NODE_40794_length_949_cov_110.843607_g13153_i1.p2","ko:_1","K16055",NA
"NODE_40794_length_949_cov_110.843607_g13153_i1.p2","ko:_2","K21398",NA
"NODE_40795_length_949_cov_110.776256_g16269_i1.p1","ko:_1","K22145",NA
"NODE_407_length_5736_cov_36.444287_g103_i4.p2","ko:_1","K01755",NA
"NODE_40806_length_949_cov_20.115297_g19163_i0.p1","ko:_1","K17080",NA
"NODE_40810_length_949_cov_13.527397_g19167_i0.p1","ko:_1","K19400",NA
"NODE_40810_length_949_cov_13.527397_g19167_i0.p1","ko:_2","K21415",NA
"NODE_40811_length_949_cov_9.890411_g19168_i0.p2","ko:_1","K10798",NA
"NODE_40813_length_949_cov_4.399543_g19169_i0.p2","ko:_1","K12405",NA
"NODE_40821_length_948_cov_123.654857_g6825_i3.p3","ko:_1","K17545",NA
"NODE_40835_length_947_cov_4326.456522_g11595_i1.p2","ko:_1","K02882",NA
"NODE_40838_length_947_cov_171.882151_g16979_i1.p1","ko:_1","K03013",NA
"NODE_40839_length_947_cov_140.340961_g19183_i0.p1","ko:_1","K00164",NA
"NODE_40840_length_947_cov_140.250572_g19184_i0.p1","ko:_1","K00164",NA
"NODE_40843_length_947_cov_82.227689_g19186_i0.p2","ko:_1","K02933",NA
"NODE_40843_length_947_cov_82.227689_g19186_i0.p2","ko:_2","K21850",NA
"NODE_40845_length_947_cov_42.821510_g3160_i5.p2","ko:_1","K20783",NA
"NODE_40850_length_947_cov_29.566362_g19190_i0.p1","ko:_1","K08683",NA
"NODE_40852_length_947_cov_19.615561_g10459_i1.p1","ko:_1","K10901",NA
"NODE_40856_length_947_cov_13.963387_g19195_i0.p1","ko:_1","K04788",NA
"NODE_40856_length_947_cov_13.963387_g19195_i0.p1","ko:_2","K12239",NA
"NODE_40856_length_947_cov_13.963387_g19195_i0.p1","ko:_3","K12240",NA
"NODE_40856_length_947_cov_13.963387_g19195_i0.p1","ko:_4","K15674",NA
"NODE_40857_length_947_cov_3.423341_g19196_i0.p3","ko:_1","K15505",NA
"NODE_4085_length_3257_cov_841.890704_g1780_i0.p4","ko:_1","K00058",NA
"NODE_4085_length_3257_cov_841.890704_g1780_i0.p4","ko:_2","K00831",NA
"NODE_4085_length_3257_cov_841.890704_g1780_i0.p3","ko:_1","K00058",NA
"NODE_4085_length_3257_cov_841.890704_g1780_i0.p3","ko:_2","K00831",NA
"NODE_4085_length_3257_cov_841.890704_g1780_i0.p6","ko:_1","K00058",NA
"NODE_4085_length_3257_cov_841.890704_g1780_i0.p6","ko:_2","K00831",NA
"NODE_40863_length_946_cov_111.368843_g12182_i3.p2","ko:_1","K00999",NA
"NODE_40863_length_946_cov_111.368843_g12182_i3.p2","ko:_2","K15893",NA
"NODE_40864_length_946_cov_106.088202_g19198_i0.p3","ko:_1","K00666",NA
"NODE_40864_length_946_cov_106.088202_g19198_i0.p3","ko:_2","K01179",NA
"NODE_40866_length_946_cov_86.993127_g3684_i8.p1","ko:_1","K03350",NA
"NODE_4086_length_3257_cov_340.929648_g1509_i2.p1","ko:_1","K09486",NA
"NODE_40870_length_946_cov_48.367698_g10969_i3.p2","ko:_1","K20178",NA
"NODE_40872_length_946_cov_37.532646_g18110_i1.p2","ko:_1","K03321",NA
