"ko_id","symbol","name","Description","organism","treatment","NES"
"K12637"," CYP90C1, ROT3"," 3-epi-6-deoxocathasterone 23-monooxygenase "," Brassinosteroid biosynthesis","C. closterium 8","High Iron",-1.87604350076105
"K12639"," CYP724, D11"," steroid 22S-hydroxylase "," Brassinosteroid biosynthesis","C. closterium 8","High Iron",-1.87604350076105
"K12640"," CYP85A2, BR6OX2"," brassinosteroid 6-oxygenase / brassinolide synthase "," Brassinosteroid biosynthesis","C. closterium 8","High Iron",-1.87604350076105
"K00114"," exaA"," alcohol dehydrogenase (cytochrome c) "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00114"," exaA"," alcohol dehydrogenase (cytochrome c) "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00114"," exaA"," alcohol dehydrogenase (cytochrome c) "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00863"," DAK, TKFC"," triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00863"," DAK, TKFC"," triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00863"," DAK, TKFC"," triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K00863"," DAK, TKFC"," triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) "," Fructose and mannose metabolism","C. closterium 8","Iron Amendment",1.85707851359291
"K00863"," DAK, TKFC"," triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K18532"," AK6, FAP7"," adenylate kinase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K18532"," AK6, FAP7"," adenylate kinase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K14448"," mcd"," (2S)-methylsuccinyl-CoA dehydrogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K14448"," mcd"," (2S)-methylsuccinyl-CoA dehydrogenase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00318"," PRODH, fadM, putB"," proline dehydrogenase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K14454"," GOT1"," aspartate aminotransferase, cytoplasmic "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00123"," fdoG, fdhF, fdwA"," formate dehydrogenase major subunit "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01912"," paaK"," phenylacetate-CoA ligase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K15745"," AL1"," phytoene desaturase (3,4-didehydrolycopene-forming) "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K15745"," AL1"," phytoene desaturase (3,4-didehydrolycopene-forming) "," Carotenoid biosynthesis","C. closterium 8","Iron Amendment",1.78322881368123
"K15745"," AL1"," phytoene desaturase (3,4-didehydrolycopene-forming) "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01427"," URE"," urease "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K01427"," URE"," urease "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K14674"," TGL4"," TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K14674"," TGL4"," TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase "," Glycerophospholipid metabolism","C. closterium 8","Iron Amendment",1.92490479267325
"K14674"," TGL4"," TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K02303"," cobA"," uroporphyrin-III C-methyltransferase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K02303"," cobA"," uroporphyrin-III C-methyltransferase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K02303"," cobA"," uroporphyrin-III C-methyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01563"," dhaA"," haloalkane dehalogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01807"," rpiA"," ribose 5-phosphate isomerase A "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01807"," rpiA"," ribose 5-phosphate isomerase A "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01807"," rpiA"," ribose 5-phosphate isomerase A "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01807"," rpiA"," ribose 5-phosphate isomerase A "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K00656"," E2.3.1.54, pflD"," formate C-acetyltransferase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00656"," E2.3.1.54, pflD"," formate C-acetyltransferase "," Propanoate metabolism","C. closterium 8","Iron Amendment",2.03263067238446
"K00656"," E2.3.1.54, pflD"," formate C-acetyltransferase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K14152"," HIS4"," phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01488"," add, ADA"," adenosine deaminase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K01490"," AMPD"," AMP deaminase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K01490"," AMPD"," AMP deaminase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01490"," AMPD"," AMP deaminase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K11155"," DGAT1"," diacylglycerol O-acyltransferase 1 "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K01509"," ENTPD2"," adenosinetriphosphatase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K02266"," COX6A"," cytochrome c oxidase subunit 6a"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K02636"," petC"," cytochrome b6-f complex iron-sulfur subunit "," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K13755"," PDE1"," calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K03921"," FAB2, SSI2, desA1"," acyl-[acyl-carrier-protein] desaturase "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K03921"," FAB2, SSI2, desA1"," acyl-[acyl-carrier-protein] desaturase "," Fatty acid biosynthesis","C. closterium 8","Iron Amendment",1.95822340173299
"K00211"," TYR1"," prephenate dehydrogenase (NADP+) "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K15227"," TYRAAT"," arogenate dehydrogenase (NADP+), plant "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00815"," TAT"," tyrosine aminotransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00815"," TAT"," tyrosine aminotransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K11819"," SUR1, RTY"," S-alkyl-thiohydroximate lyase SUR1 "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K11819"," SUR1, RTY"," S-alkyl-thiohydroximate lyase SUR1 "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K03404"," chlD, bchD"," magnesium chelatase subunit D "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K03404"," chlD, bchD"," magnesium chelatase subunit D "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K00111"," glpA, glpD"," glycerol-3-phosphate dehydrogenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00801"," FDFT1"," farnesyl-diphosphate farnesyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K07515"," HADHA"," enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K07515"," HADHA"," enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K07515"," HADHA"," enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K07515"," HADHA"," enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase "," Propanoate metabolism","C. closterium 8","Iron Amendment",2.03263067238446
"K07515"," HADHA"," enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase "," Fatty acid elongation","C. closterium 8","Iron Amendment",1.95518336130659
"K07515"," HADHA"," enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K02714"," psbM"," photosystem II PsbM protein"," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K00116"," mqo"," malate dehydrogenase (quinone) "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00116"," mqo"," malate dehydrogenase (quinone) "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00234"," SDHA, SDH1"," succinate dehydrogenase (ubiquinone) flavoprotein subunit "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00234"," SDHA, SDH1"," succinate dehydrogenase (ubiquinone) flavoprotein subunit "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00234"," SDHA, SDH1"," succinate dehydrogenase (ubiquinone) flavoprotein subunit "," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K14731"," mlhB, chnC"," epsilon-lactone hydrolase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00392"," sir"," sulfite reductase (ferredoxin) "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00700"," GBE1, glgB"," 1,4-alpha-glucan branching enzyme "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01426"," E3.5.1.4, amiE"," amidase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00544"," BHMT"," betaine-homocysteine S-methyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K13524"," ABAT"," 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01053"," gnl, RGN"," gluconolactonase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01053"," gnl, RGN"," gluconolactonase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K17872"," NDC1, ndbB"," demethylphylloquinone reductase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K17872"," NDC1, ndbB"," demethylphylloquinone reductase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K01904"," 4CL"," 4-coumarate--CoA ligase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K05350"," bglB"," beta-glucosidase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00306"," PIPOX"," sarcosine oxidase / L-pipecolate oxidase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K13427"," NOA1"," nitric-oxide synthase, plant "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01852"," LSS, ERG7"," lanosterol synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K10046"," GME"," GDP-D-mannose 3', 5'-epimerase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K02552"," menF"," menaquinone-specific isochorismate synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01817"," trpF"," phosphoribosylanthranilate isomerase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K05278"," FLS"," flavonol synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00559"," SMT1, ERG6"," sterol 24-C-methyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K08242"," E2.1.1.143"," 24-methylenesterol C-methyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K22389"," LCAT3"," phospholipase A1 "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K15918"," GLYK"," D-glycerate 3-kinase "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K15918"," GLYK"," D-glycerate 3-kinase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K10526"," OPCL1"," OPC-8:0 CoA ligase 1 "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01510"," ENTPD1_3_8, CD39"," apyrase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K01511"," ENTPD5_6"," ectonucleoside triphosphate diphosphohydrolase 5/6 "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K01785"," galM, GALM"," aldose 1-epimerase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K14621"," PLB1, PLB"," phospholipase B1, membrane-associated "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K10529"," DOX"," fatty acid alpha-dioxygenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00931"," proB"," glutamate 5-kinase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01054"," MGLL"," acylglycerol lipase "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K07748"," NSDHL, ERG26"," sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00018"," hprA"," glycerate dehydrogenase "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K00018"," hprA"," glycerate dehydrogenase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00018"," hprA"," glycerate dehydrogenase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00018"," hprA"," glycerate dehydrogenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K10244"," ELOVL5"," elongation of very long chain fatty acids protein 5 "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01239"," E3.2.2.1"," purine nucleosidase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K01055"," pcaD"," 3-oxoadipate enol-lactonase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K14727"," pcaL"," 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00030"," IDH3"," isocitrate dehydrogenase (NAD+) "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00030"," IDH3"," isocitrate dehydrogenase (NAD+) "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00030"," IDH3"," isocitrate dehydrogenase (NAD+) "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00030"," IDH3"," isocitrate dehydrogenase (NAD+) "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K15891"," FLDH"," NAD+-dependent farnesol dehydrogenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K07104"," catE"," catechol 2,3-dioxygenase "," Benzoate degradation","G. huxleyi","Iron Amendment",1.90468242594926
"K07104"," catE"," catechol 2,3-dioxygenase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K08718"," PDE6A"," rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K18121"," GLYR"," glyoxylate/succinic semialdehyde reductase "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K18121"," GLYR"," glyoxylate/succinic semialdehyde reductase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K18121"," GLYR"," glyoxylate/succinic semialdehyde reductase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K12316"," GAA"," lysosomal alpha-glucosidase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K05824"," LYS12"," homoisocitrate dehydrogenase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K05824"," LYS12"," homoisocitrate dehydrogenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K09699"," DBT, bkdB"," 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K15942"," snoaC, dnrC, dauC, aknG"," O-methyltransferase / aklanonic acid methyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K14215"," E2.5.1.86"," trans,polycis-decaprenyl diphosphate synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K21273"," E2.5.1.88"," trans,polycis-polyprenyl diphosphate synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K05370"," pebB"," phycoerythrobilin:ferredoxin oxidoreductase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01091"," gph"," phosphoglycolate phosphatase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K13987"," NUDT5"," ADP-ribose diphosphatase / 8-oxo-dGDP phosphatase / ADP-D-ribose pyrophosphorylase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K20862"," yigB"," FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00025"," MDH1"," malate dehydrogenase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00025"," MDH1"," malate dehydrogenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K20860"," FHY1"," FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00601"," E2.1.2.2"," phosphoribosylglycinamide formyltransferase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00601"," E2.1.2.2"," phosphoribosylglycinamide formyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K11787"," GART"," phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K11787"," GART"," phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K08726"," EPHX2"," soluble epoxide hydrolase / lipid-phosphate phosphatase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K19191"," mabO"," 4-methylaminobutanoate oxidase (formaldehyde-forming) "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00015"," gyaR, GOR1"," glyoxylate reductase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00015"," gyaR, GOR1"," glyoxylate reductase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01695"," trpA"," tryptophan synthase alpha chain "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01696"," trpB"," tryptophan synthase beta chain "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K13222"," BX1, IGL"," indole-3-glycerol-phosphate lyase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00163"," aceE"," pyruvate dehydrogenase E1 component "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00163"," aceE"," pyruvate dehydrogenase E1 component "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00163"," aceE"," pyruvate dehydrogenase E1 component "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00163"," aceE"," pyruvate dehydrogenase E1 component "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00163"," aceE"," pyruvate dehydrogenase E1 component "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K01464"," DPYS, dht, hydA"," dihydropyrimidinase "," Pantothenate and CoA biosynthesis","C. closterium 8","High Iron",-1.7020732659746
"K01800"," maiA, GSTZ1"," maleylacetoacetate isomerase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01026"," pct"," propionate CoA-transferase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01026"," pct"," propionate CoA-transferase "," Propanoate metabolism","C. closterium 8","Iron Amendment",2.03263067238446
"K01026"," pct"," propionate CoA-transferase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K01729"," algL"," poly(beta-D-mannuronate) lyase "," Fructose and mannose metabolism","C. closterium 8","Iron Amendment",1.85707851359291
"K00760"," hprT, hpt, HPRT1"," hypoxanthine phosphoribosyltransferase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K01483"," allA"," ureidoglycolate lyase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
