"orfs","pfam_iteration","pfam_id"
"NODE_39000_length_316_cov_1.777778_g31312_i0.p1","pfam_1","Abhydrolase_6"
"NODE_39000_length_316_cov_1.777778_g31312_i0.p1","pfam_2","UPF0227"
"NODE_39002_length_316_cov_1.740741_g31314_i0.p1","pfam_1","Dus"
"NODE_39007_length_316_cov_1.604938_g31319_i0.p1","pfam_1","Tyr-DNA_phospho"
"NODE_39013_length_316_cov_1.407407_g31325_i0.p1","pfam_1","Glycos_transf_4"
"NODE_39013_length_316_cov_1.407407_g31325_i0.p1","pfam_2","MraY_sig1"
"NODE_39017_length_316_cov_1.320988_g31329_i0.p2","pfam_1","Fn3-like"
"NODE_39017_length_316_cov_1.320988_g31329_i0.p2","pfam_2","Glyco_hydro_3"
"NODE_39017_length_316_cov_1.320988_g31329_i0.p2","pfam_3","Glyco_hydro_3_C"
"NODE_39022_length_316_cov_1.213992_g31334_i0.p1","pfam_1","HATPase_c"
"NODE_39022_length_316_cov_1.213992_g31334_i0.p1","pfam_2","HisKA"
"NODE_39023_length_316_cov_1.152263_g31335_i0.p1","pfam_1","PseudoU_synth_2"
"NODE_39023_length_316_cov_1.152263_g31335_i0.p1","pfam_2","S4"
"NODE_39025_length_316_cov_1.144033_g31337_i0.p2","pfam_1","Lum_binding"
"NODE_39026_length_316_cov_1.074074_g31338_i0.p1","pfam_1","Metallophos"
"NODE_39027_length_316_cov_0.962963_g31339_i0.p1","pfam_1","AAA_26"
"NODE_39029_length_316_cov_0.962963_g31341_i0.p1","pfam_1","tRNA-synt_2"
"NODE_39029_length_316_cov_0.962963_g31341_i0.p1","pfam_2","tRNA_anti-codon"
"NODE_3902_length_2678_cov_118.806142_g2618_i0.p1","pfam_1","AAA"
"NODE_3902_length_2678_cov_118.806142_g2618_i0.p1","pfam_2","CDC48_2"
"NODE_3902_length_2678_cov_118.806142_g2618_i0.p1","pfam_3","CDC48_N"
"NODE_39036_length_315_cov_3.582645_g31348_i0.p1","pfam_1","Peptidase_M23"
"NODE_3903_length_2678_cov_15.795010_g2619_i0.p1","pfam_1","PseudoU_synth_2"
"NODE_39042_length_315_cov_3.210744_g31354_i0.p1","pfam_1","Aldo_ket_red"
"NODE_39044_length_315_cov_3.066116_g31356_i0.p2","pfam_1","Acyl_transf_1"
"NODE_39044_length_315_cov_3.066116_g31356_i0.p2","pfam_2","KAsynt_C_assoc"
"NODE_39044_length_315_cov_3.066116_g31356_i0.p2","pfam_3","KR"
"NODE_39044_length_315_cov_3.066116_g31356_i0.p2","pfam_4","Ketoacyl-synt_C"
"NODE_39044_length_315_cov_3.066116_g31356_i0.p2","pfam_5","PP-binding"
"NODE_39044_length_315_cov_3.066116_g31356_i0.p2","pfam_6","PS-DH"
"NODE_39044_length_315_cov_3.066116_g31356_i0.p2","pfam_7","Thioesterase"
"NODE_39044_length_315_cov_3.066116_g31356_i0.p2","pfam_8","ketoacyl-synt"
"NODE_39045_length_315_cov_2.975207_g31357_i0.p1","pfam_1","ATP-synt_ab"
"NODE_39045_length_315_cov_2.975207_g31357_i0.p1","pfam_2","ATP-synt_ab_C"
"NODE_39045_length_315_cov_2.975207_g31357_i0.p1","pfam_3","ATP-synt_ab_N"
"NODE_39046_length_315_cov_2.921488_g31358_i0.p1","pfam_1","Malate_synthase"
"NODE_39048_length_315_cov_2.772727_g31360_i0.p1","pfam_1","Glyco_hydro_2"
"NODE_39048_length_315_cov_2.772727_g31360_i0.p1","pfam_2","Glyco_hydro_2_C"
"NODE_3904_length_2678_cov_10.523608_g2620_i0.p1","pfam_1","MFS_1"
"NODE_3904_length_2678_cov_10.523608_g2620_i0.p1","pfam_2","Sugar_tr"
"NODE_39052_length_315_cov_2.545455_g31364_i0.p2","pfam_1","Metalloenzyme"
"NODE_39052_length_315_cov_2.545455_g31364_i0.p2","pfam_2","Phosphodiest"
"NODE_39052_length_315_cov_2.545455_g31364_i0.p2","pfam_3","iPGM_N"
"NODE_39057_length_315_cov_1.933884_g31369_i0.p1","pfam_1","LRR_5"
"NODE_39059_length_315_cov_1.917355_g31371_i0.p1","pfam_1","N_methyl"
"NODE_39059_length_315_cov_1.917355_g31371_i0.p1","pfam_2","T2SSG"
"NODE_3905_length_2678_cov_8.150096_g2621_i0.p1","pfam_1","Glucokinase"
"NODE_3906_length_2677_cov_150.694316_g2622_i0.p1","pfam_1","Mg_chelatase"
"NODE_3906_length_2677_cov_150.694316_g2622_i0.p1","pfam_2","VWA_2"
"NODE_39072_length_315_cov_1.413223_g31384_i0.p1","pfam_1","5_nucleotid_C"
"NODE_39072_length_315_cov_1.413223_g31384_i0.p1","pfam_2","DUF4214"
"NODE_39072_length_315_cov_1.413223_g31384_i0.p1","pfam_3","HemolysinCabind"
"NODE_39072_length_315_cov_1.413223_g31384_i0.p1","pfam_4","Hint_2"
"NODE_39075_length_315_cov_1.326446_g31387_i0.p1","pfam_1","2-oxoacid_dh"
"NODE_39075_length_315_cov_1.326446_g31387_i0.p1","pfam_2","Biotin_lipoyl"
"NODE_39075_length_315_cov_1.326446_g31387_i0.p1","pfam_3","E3_binding"
"NODE_39076_length_315_cov_1.309917_g31388_i0.p1","pfam_1","Ank_2"
"NODE_39076_length_315_cov_1.309917_g31388_i0.p1","pfam_2","Ank_4"
"NODE_39077_length_315_cov_1.289256_g31389_i0.p1","pfam_1","CN_hydrolase"
"NODE_39078_length_315_cov_1.289256_g31390_i0.p1","pfam_1","Fer4_12"
"NODE_39078_length_315_cov_1.289256_g31390_i0.p1","pfam_2","Fer4_14"
"NODE_39078_length_315_cov_1.289256_g31390_i0.p1","pfam_3","Radical_SAM"
"NODE_3907_length_2677_cov_9.901690_g1265_i1.p2","pfam_1","MMR_HSR1"
"NODE_3907_length_2677_cov_9.901690_g1265_i1.p2","pfam_2","NOG1"
"NODE_3907_length_2677_cov_9.901690_g1265_i1.p1","pfam_1","AMP-binding"
"NODE_39081_length_315_cov_1.268595_g31393_i0.p1","pfam_1","TatD_DNase"
"NODE_39083_length_315_cov_1.173554_g31395_i0.p1","pfam_1","CoA_binding_3"
"NODE_39083_length_315_cov_1.173554_g31395_i0.p1","pfam_2","Polysacc_synt_2"
"NODE_39087_length_315_cov_0.971074_g31399_i0.p1","pfam_1","EPSP_synthase"
"NODE_39087_length_315_cov_0.971074_g31399_i0.p1","pfam_2","PDH"
"NODE_3908_length_2676_cov_126.741068_g2623_i0.p2","pfam_1","XPA_C"
"NODE_39090_length_315_cov_0.958678_g31402_i0.p1","pfam_1","DapB_C"
"NODE_39090_length_315_cov_0.958678_g31402_i0.p1","pfam_2","DapB_N"
"NODE_39098_length_314_cov_4.593361_g31410_i0.p1","pfam_1","GST_C"
"NODE_39098_length_314_cov_4.593361_g31410_i0.p1","pfam_2","GST_C_2"
"NODE_39098_length_314_cov_4.593361_g31410_i0.p1","pfam_3","GST_N"
"NODE_39098_length_314_cov_4.593361_g31410_i0.p1","pfam_4","GST_N_2"
"NODE_39098_length_314_cov_4.593361_g31410_i0.p1","pfam_5","GST_N_3"
"NODE_3909_length_2676_cov_78.311564_g2437_i1.p1","pfam_1","AAA_2"
"NODE_3909_length_2676_cov_78.311564_g2437_i1.p1","pfam_2","ClpB_D2-small"
"NODE_39105_length_314_cov_3.560166_g31417_i0.p1","pfam_1","Dynamin_N"
"NODE_3910_length_2676_cov_77.698425_g2437_i2.p1","pfam_1","AAA_2"
"NODE_3910_length_2676_cov_77.698425_g2437_i2.p1","pfam_2","ClpB_D2-small"
"NODE_39111_length_314_cov_2.705394_g31423_i0.p1","pfam_1","Mannosyl_trans"
"NODE_39112_length_314_cov_2.639004_g31424_i0.p2","pfam_1","EFG_C"
"NODE_39112_length_314_cov_2.639004_g31424_i0.p2","pfam_2","GTP_EFTU"
"NODE_39112_length_314_cov_2.639004_g31424_i0.p2","pfam_3","GTP_EFTU_D2"
"NODE_39112_length_314_cov_2.639004_g31424_i0.p2","pfam_4","LepA_C"
"NODE_3911_length_2676_cov_64.426047_g2460_i1.p1","pfam_1","GTP_EFTU"
"NODE_39120_length_314_cov_2.244813_g31432_i0.p1","pfam_1","AsnC_trans_reg"
"NODE_39120_length_314_cov_2.244813_g31432_i0.p1","pfam_2","HTH_24"
"NODE_39122_length_314_cov_2.224066_g31434_i0.p3","pfam_1","SEC-C"
"NODE_39122_length_314_cov_2.224066_g31434_i0.p3","pfam_2","SecA_DEAD"
"NODE_39122_length_314_cov_2.224066_g31434_i0.p3","pfam_3","SecA_PP_bind"
"NODE_39122_length_314_cov_2.224066_g31434_i0.p3","pfam_4","SecA_SW"
"NODE_39124_length_314_cov_2.174274_g31436_i0.p1","pfam_1","Ank_2"
"NODE_39124_length_314_cov_2.174274_g31436_i0.p1","pfam_2","Ank_4"
"NODE_39124_length_314_cov_2.174274_g31436_i0.p1","pfam_3","Ion_trans"
"NODE_39124_length_314_cov_2.174274_g31436_i0.p1","pfam_4","KHA"
"NODE_39124_length_314_cov_2.174274_g31436_i0.p1","pfam_5","cNMP_binding"
"NODE_39126_length_314_cov_2.132780_g31438_i0.p1","pfam_1","Lectin_C"
"NODE_39126_length_314_cov_2.132780_g31438_i0.p1","pfam_2","Ricin_B_lectin"
"NODE_39126_length_314_cov_2.132780_g31438_i0.p1","pfam_3","fn2"
"NODE_39136_length_314_cov_1.846473_g31448_i0.p1","pfam_1","APH"
"NODE_39136_length_314_cov_1.846473_g31448_i0.p1","pfam_2","EcKinase"
"NODE_39136_length_314_cov_1.846473_g31448_i0.p1","pfam_3","Inositol_P"
"NODE_3913_length_2676_cov_14.915866_g2624_i0.p2","pfam_1","ERCC3_RAD25_C"
"NODE_3913_length_2676_cov_14.915866_g2624_i0.p2","pfam_2","Helicase_C_3"
"NODE_3913_length_2676_cov_14.915866_g2624_i0.p2","pfam_3","ResIII"
"NODE_3913_length_2676_cov_14.915866_g2624_i0.p1","pfam_1","Spermine_synth"
"NODE_39142_length_314_cov_1.618257_g31454_i0.p1","pfam_1","DUF1501"
"NODE_39142_length_314_cov_1.618257_g31454_i0.p1","pfam_2","DUF1800"
"NODE_39142_length_314_cov_1.618257_g31454_i0.p1","pfam_3","FG-GAP_2"
"NODE_39143_length_314_cov_1.601660_g31455_i0.p1","pfam_1","Ammonium_transp"
"NODE_39144_length_314_cov_1.580913_g31456_i0.p1","pfam_1","Beta_helix"
"NODE_39148_length_314_cov_1.526971_g31460_i0.p1","pfam_1","CBM_4_9"
"NODE_39148_length_314_cov_1.526971_g31460_i0.p1","pfam_2","He_PIG"
"NODE_39148_length_314_cov_1.526971_g31460_i0.p1","pfam_3","Ig_3"
"NODE_39148_length_314_cov_1.526971_g31460_i0.p1","pfam_4","LRRNT_2"
"NODE_39148_length_314_cov_1.526971_g31460_i0.p1","pfam_5","LRR_1"
"NODE_39148_length_314_cov_1.526971_g31460_i0.p1","pfam_6","LRR_8"
"NODE_39148_length_314_cov_1.526971_g31460_i0.p1","pfam_7","Peptidase_M64"
"NODE_39148_length_314_cov_1.526971_g31460_i0.p1","pfam_8","VCBS"
"NODE_3914_length_2676_cov_9.601614_g2499_i1.p2","pfam_1","Leuk-A4-hydro_C"
"NODE_3914_length_2676_cov_9.601614_g2499_i1.p2","pfam_2","Peptidase_M1"
"NODE_39155_length_314_cov_1.419087_g31467_i0.p1","pfam_1","OstA"
"NODE_39157_length_314_cov_1.294606_g31469_i0.p1","pfam_1","TPR_16"
"NODE_39157_length_314_cov_1.294606_g31469_i0.p1","pfam_2","TPR_19"
"NODE_39158_length_314_cov_1.294606_g31470_i0.p2","pfam_1","Intein_splicing"
"NODE_39158_length_314_cov_1.294606_g31470_i0.p2","pfam_2","LAGLIDADG_3"
"NODE_39158_length_314_cov_1.294606_g31470_i0.p2","pfam_3","Ribonuc_red_lgC"
"NODE_39158_length_314_cov_1.294606_g31470_i0.p2","pfam_4","Ribonuc_red_lgN"
"NODE_3915_length_2675_cov_180.581476_g2625_i0.p1","pfam_1","RRM_1"
"NODE_39161_length_314_cov_1.215768_g31473_i0.p2","pfam_1","MlaC"
"NODE_39163_length_314_cov_1.091286_g31475_i0.p1","pfam_1","Arm-DNA-bind_3"
"NODE_39163_length_314_cov_1.091286_g31475_i0.p1","pfam_2","Phage_integrase"
"NODE_39166_length_314_cov_0.970954_g31478_i0.p2","pfam_1","Biotin_lipoyl"
"NODE_39166_length_314_cov_0.970954_g31478_i0.p2","pfam_2","HMGL-like"
"NODE_39166_length_314_cov_0.970954_g31478_i0.p2","pfam_3","PYC_OADA"
"NODE_39167_length_314_cov_0.970954_g31479_i0.p2","pfam_1","60KD_IMP"
"NODE_39167_length_314_cov_0.970954_g31479_i0.p2","pfam_2","YidC_periplas"
"NODE_39168_length_314_cov_0.970954_g31480_i0.p1","pfam_1","Acetyltransf_1"
"NODE_39168_length_314_cov_0.970954_g31480_i0.p1","pfam_2","Jas"
"NODE_39168_length_314_cov_0.970954_g31480_i0.p1","pfam_3","PHD"
"NODE_3916_length_2674_cov_293.704344_g2626_i0.p1","pfam_1","C2"
"NODE_3916_length_2674_cov_293.704344_g2626_i0.p1","pfam_2","HECW_N"
"NODE_3916_length_2674_cov_293.704344_g2626_i0.p1","pfam_3","WW"
"NODE_39170_length_314_cov_0.896266_g31482_i0.p1","pfam_1","ASL_C"
"NODE_39170_length_314_cov_0.896266_g31482_i0.p1","pfam_2","Lyase_1"
"NODE_39177_length_313_cov_4.475000_g31489_i0.p1","pfam_1","DctP"
"NODE_3917_length_2674_cov_97.652441_g2198_i1.p1","pfam_1","LRR_5"
"NODE_39189_length_313_cov_3.100000_g31501_i0.p1","pfam_1","GTP_EFTU"
"NODE_39191_length_313_cov_2.987500_g31503_i0.p1","pfam_1","HATPase_c"
"NODE_39191_length_313_cov_2.987500_g31503_i0.p1","pfam_2","HisKA"
"NODE_39191_length_313_cov_2.987500_g31503_i0.p1","pfam_3","PAS"
"NODE_39191_length_313_cov_2.987500_g31503_i0.p1","pfam_4","PAS_7"
"NODE_39192_length_313_cov_2.883333_g31504_i0.p1","pfam_1","adh_short_C2"
"NODE_39195_length_313_cov_2.712500_g31507_i0.p2","pfam_1","GTP1_OBG"
"NODE_39195_length_313_cov_2.712500_g31507_i0.p2","pfam_2","MMR_HSR1"
"NODE_3919_length_2673_cov_156.838462_g2628_i0.p1","pfam_1","Guanylate_cyc"
"NODE_3919_length_2673_cov_156.838462_g2628_i0.p1","pfam_2","PDEase_I"
"NODE_39200_length_313_cov_2.600000_g31512_i0.p2","pfam_1","ACR_tran"
"NODE_39205_length_313_cov_2.458333_g31517_i0.p1","pfam_1","SDA1"
"NODE_39206_length_313_cov_2.404167_g31518_i0.p1","pfam_1","DUF4147"
"NODE_39206_length_313_cov_2.404167_g31518_i0.p1","pfam_2","MOFRL"
"NODE_39208_length_313_cov_2.250000_g31520_i0.p1","pfam_1","Ank"
"NODE_39208_length_313_cov_2.250000_g31520_i0.p1","pfam_2","Ank_2"
"NODE_39208_length_313_cov_2.250000_g31520_i0.p1","pfam_3","Ank_3"
"NODE_39208_length_313_cov_2.250000_g31520_i0.p1","pfam_4","Ank_4"
"NODE_39208_length_313_cov_2.250000_g31520_i0.p1","pfam_5","SOCS_box"
"NODE_39209_length_313_cov_2.216667_g31521_i0.p1","pfam_1","EFG_C"
"NODE_39209_length_313_cov_2.216667_g31521_i0.p1","pfam_2","EFG_II"
"NODE_39209_length_313_cov_2.216667_g31521_i0.p1","pfam_3","GTP_EFTU"
"NODE_39209_length_313_cov_2.216667_g31521_i0.p1","pfam_4","GTP_EFTU_D2"
"NODE_39209_length_313_cov_2.216667_g31521_i0.p1","pfam_5","LepA_C"
"NODE_39212_length_313_cov_1.966667_g31524_i0.p1","pfam_1","AAA"
"NODE_39213_length_313_cov_1.941667_g31525_i0.p1","pfam_1","MotB_plug"
"NODE_39213_length_313_cov_1.941667_g31525_i0.p1","pfam_2","OmpA"
"NODE_39228_length_313_cov_1.537500_g31540_i0.p1","pfam_1","DUF1350"
"NODE_39229_length_313_cov_1.512500_g31541_i0.p1","pfam_1","GerE"
"NODE_39229_length_313_cov_1.512500_g31541_i0.p1","pfam_2","Response_reg"
"NODE_3922_length_2672_cov_10.552905_g2630_i0.p1","pfam_1","GTP_EFTU"
"NODE_3922_length_2672_cov_10.552905_g2630_i0.p1","pfam_2","GTP_EFTU_D2"
"NODE_3922_length_2672_cov_10.552905_g2630_i0.p1","pfam_3","GTP_EFTU_D3"
"NODE_39232_length_313_cov_1.408333_g31544_i0.p1","pfam_1","ABC_membrane"
"NODE_39232_length_313_cov_1.408333_g31544_i0.p1","pfam_2","ABC_tran"
"NODE_39238_length_313_cov_1.300000_g31550_i0.p3","pfam_1","Anticodon_1"
"NODE_39238_length_313_cov_1.300000_g31550_i0.p3","pfam_2","Val_tRNA-synt_C"
"NODE_39238_length_313_cov_1.300000_g31550_i0.p3","pfam_3","tRNA-synt_1"
"NODE_3923_length_2672_cov_5.326279_g2197_i1.p1","pfam_1","TPR_10"
"NODE_3923_length_2672_cov_5.326279_g2197_i1.p1","pfam_2","TPR_12"
"NODE_3923_length_2672_cov_5.326279_g2197_i1.p1","pfam_3","TPR_7"
"NODE_39240_length_313_cov_1.300000_g31552_i0.p1","pfam_1","Methyltransf_11"
"NODE_39243_length_313_cov_1.283333_g31555_i0.p1","pfam_1","DDE_Tnp_Tn3"
"NODE_39243_length_313_cov_1.283333_g31555_i0.p1","pfam_2","DUF4158"
"NODE_39246_length_313_cov_1.191667_g31558_i0.p2","pfam_1","Helicase_C"
"NODE_39246_length_313_cov_1.191667_g31558_i0.p2","pfam_2","ResIII"
"NODE_39246_length_313_cov_1.191667_g31558_i0.p2","pfam_3","UVR"
"NODE_39246_length_313_cov_1.191667_g31558_i0.p2","pfam_4","UvrB"
"NODE_39247_length_313_cov_1.120833_g31559_i0.p1","pfam_1","KH_dom-like"
"NODE_39247_length_313_cov_1.120833_g31559_i0.p1","pfam_2","MMR_HSR1"
"NODE_3924_length_2671_cov_188.961894_g2163_i2.p2","pfam_1","zf-RING_2"
"NODE_3924_length_2671_cov_188.961894_g2163_i2.p1","pfam_1","Dynamin_N"
"NODE_3924_length_2671_cov_188.961894_g2163_i2.p1","pfam_2","EF-hand_4"
"NODE_3924_length_2671_cov_188.961894_g2163_i2.p1","pfam_3","EHD_N"
"NODE_39251_length_313_cov_0.975000_g31563_i0.p1","pfam_1","Plug"
"NODE_39251_length_313_cov_0.975000_g31563_i0.p1","pfam_2","TonB_dep_Rec"
"NODE_39252_length_313_cov_0.975000_g31564_i0.p1","pfam_1","HATPase_c"
"NODE_39252_length_313_cov_0.975000_g31564_i0.p1","pfam_2","HisKA"
"NODE_39252_length_313_cov_0.975000_g31564_i0.p1","pfam_3","PAS_8"
"NODE_3925_length_2671_cov_14.912240_g2631_i0.p1","pfam_1","Metallophos"
"NODE_39260_length_312_cov_4.577406_g31572_i0.p1","pfam_1","Peripla_BP_6"
"NODE_39261_length_312_cov_4.108787_g31573_i0.p1","pfam_1","Gelsolin"
"NODE_39261_length_312_cov_4.108787_g31573_i0.p1","pfam_2","Sec23_BS"
"NODE_39261_length_312_cov_4.108787_g31573_i0.p1","pfam_3","Sec23_helical"
"NODE_39261_length_312_cov_4.108787_g31573_i0.p1","pfam_4","Sec23_trunk"
"NODE_39261_length_312_cov_4.108787_g31573_i0.p1","pfam_5","zf-Sec23_Sec24"
"NODE_39262_length_312_cov_4.092050_g31574_i0.p2","pfam_1","T2SSE"
"NODE_39265_length_312_cov_3.079498_g31577_i0.p1","pfam_1","FAD_binding_8"
"NODE_39265_length_312_cov_3.079498_g31577_i0.p1","pfam_2","Ferric_reduct"
"NODE_39265_length_312_cov_3.079498_g31577_i0.p1","pfam_3","NAD_binding_6"
"NODE_39268_length_312_cov_2.757322_g31580_i0.p1","pfam_1","AAA_16"
"NODE_39268_length_312_cov_2.757322_g31580_i0.p1","pfam_2","GAF"
"NODE_39268_length_312_cov_2.757322_g31580_i0.p1","pfam_3","HATPase_c"
"NODE_39268_length_312_cov_2.757322_g31580_i0.p1","pfam_4","HisKA"
"NODE_39268_length_312_cov_2.757322_g31580_i0.p1","pfam_5","Pkinase"
"NODE_3926_length_2670_cov_60.136311_g2632_i0.p2","pfam_1","OMPdecase"
"NODE_3926_length_2670_cov_60.136311_g2632_i0.p2","pfam_2","Pribosyltran"
"NODE_3926_length_2670_cov_60.136311_g2632_i0.p4","pfam_1","OMPdecase"
"NODE_3926_length_2670_cov_60.136311_g2632_i0.p4","pfam_2","Pribosyltran"
"NODE_3926_length_2670_cov_60.136311_g2632_i0.p5","pfam_1","Pribosyltran"
"NODE_39277_length_312_cov_2.284519_g31589_i0.p1","pfam_1","Acyl_transf_3"
"NODE_39284_length_312_cov_1.958159_g31596_i0.p1","pfam_1","Flg_bb_rod"
"NODE_39284_length_312_cov_1.958159_g31596_i0.p1","pfam_2","Flg_bbr_C"
"NODE_39289_length_312_cov_1.907950_g31601_i0.p2","pfam_1","AA_kinase"
"NODE_39289_length_312_cov_1.907950_g31601_i0.p2","pfam_2","ACT_7"
"NODE_39290_length_312_cov_1.899582_g31602_i0.p2","pfam_1","Anticodon_1"
"NODE_39290_length_312_cov_1.899582_g31602_i0.p2","pfam_2","tRNA-synt_1"
"NODE_39290_length_312_cov_1.899582_g31602_i0.p2","pfam_3","zf-FPG_IleRS"
"NODE_39294_length_312_cov_1.786611_g31606_i0.p1","pfam_1","TMP-TENI"
"NODE_39297_length_312_cov_1.728033_g31609_i0.p2","pfam_1","DUF1330"
"NODE_39298_length_312_cov_1.723849_g31610_i0.p1","pfam_1","Ank_2"
"NODE_39298_length_312_cov_1.723849_g31610_i0.p1","pfam_2","Ank_4"
"NODE_3929_length_2669_cov_29.692604_g2633_i0.p1","pfam_1","RabGAP-TBC"
"NODE_392_length_5222_cov_17.141581_g267_i0.p1","pfam_1","GHMP_kinases_C"
"NODE_392_length_5222_cov_17.141581_g267_i0.p1","pfam_2","GHMP_kinases_N"
"NODE_392_length_5222_cov_17.141581_g267_i0.p1","pfam_3","GalKase_gal_bdg"
"NODE_39301_length_312_cov_1.615063_g31613_i0.p1","pfam_1","Bac_DnaA"
"NODE_39301_length_312_cov_1.615063_g31613_i0.p1","pfam_2","Bac_DnaA_C"
"NODE_39301_length_312_cov_1.615063_g31613_i0.p1","pfam_3","DnaA_N"
"NODE_39305_length_312_cov_1.581590_g31617_i0.p2","pfam_1","SelR"
"NODE_39308_length_312_cov_1.405858_g31620_i0.p2","pfam_1","NMO"
"NODE_39309_length_312_cov_1.397490_g31621_i0.p1","pfam_1","AAA_23"
"NODE_39310_length_312_cov_1.322176_g31622_i0.p1","pfam_1","Ank"
"NODE_39310_length_312_cov_1.322176_g31622_i0.p1","pfam_2","Ank_2"
"NODE_39310_length_312_cov_1.322176_g31622_i0.p1","pfam_3","Ank_3"
"NODE_39310_length_312_cov_1.322176_g31622_i0.p1","pfam_4","Ank_4"
"NODE_39310_length_312_cov_1.322176_g31622_i0.p1","pfam_5","BTB"
"NODE_39310_length_312_cov_1.322176_g31622_i0.p1","pfam_6","FYVE"
"NODE_39314_length_312_cov_1.305439_g31626_i0.p1","pfam_1","MFS_1"
"NODE_39316_length_312_cov_1.276151_g31628_i0.p1","pfam_1","Plug"
"NODE_39316_length_312_cov_1.276151_g31628_i0.p1","pfam_2","TonB_dep_Rec"
"NODE_39318_length_312_cov_1.230126_g31630_i0.p1","pfam_1","FixH"
"NODE_39319_length_312_cov_1.221757_g31631_i0.p1","pfam_1","LRRNT_2"
"NODE_39319_length_312_cov_1.221757_g31631_i0.p1","pfam_2","LRR_1"
"NODE_39319_length_312_cov_1.221757_g31631_i0.p1","pfam_3","LRR_8"
"NODE_39321_length_312_cov_1.138075_g31633_i0.p1","pfam_1","IalB"
"NODE_39324_length_312_cov_0.899582_g31636_i0.p1","pfam_1","GAF_2"
"NODE_39324_length_312_cov_0.899582_g31636_i0.p1","pfam_2","HAMP"
"NODE_39324_length_312_cov_0.899582_g31636_i0.p1","pfam_3","HATPase_c"
"NODE_39324_length_312_cov_0.899582_g31636_i0.p1","pfam_4","HisKA"
"NODE_39324_length_312_cov_0.899582_g31636_i0.p1","pfam_5","Hpt"
"NODE_39324_length_312_cov_0.899582_g31636_i0.p1","pfam_6","PAS_3"
"NODE_39324_length_312_cov_0.899582_g31636_i0.p1","pfam_7","PAS_4"
"NODE_39324_length_312_cov_0.899582_g31636_i0.p1","pfam_8","PAS_7"
"NODE_39324_length_312_cov_0.899582_g31636_i0.p1","pfam_9","Response_reg"
"NODE_3932_length_2668_cov_38.071291_g2635_i0.p1","pfam_1","Cu-oxidase"
"NODE_3932_length_2668_cov_38.071291_g2635_i0.p1","pfam_2","Cu-oxidase_2"
"NODE_3932_length_2668_cov_38.071291_g2635_i0.p1","pfam_3","Cu-oxidase_3"
"NODE_39342_length_311_cov_3.180672_g31654_i0.p2","pfam_1","Phage_connect_1"
"NODE_39350_length_311_cov_2.621849_g31662_i0.p1","pfam_1","XRN_N"
"NODE_39359_length_311_cov_2.302521_g31671_i0.p1","pfam_1","DUF547"
"NODE_3935_length_2667_cov_34.417502_g2638_i0.p1","pfam_1","Spermine_synth"
"NODE_39363_length_311_cov_2.176471_g31675_i0.p1","pfam_1","Dus"
"NODE_39364_length_311_cov_2.151261_g31676_i0.p1","pfam_1","SET"
"NODE_39369_length_311_cov_1.966387_g31681_i0.p2","pfam_1","APS_kinase"
"NODE_39369_length_311_cov_1.966387_g31681_i0.p2","pfam_2","GTP_EFTU"
"NODE_39369_length_311_cov_1.966387_g31681_i0.p2","pfam_3","GTP_EFTU_D2"
"NODE_39371_length_311_cov_1.949580_g31683_i0.p1","pfam_1","HATPase_c"
"NODE_39371_length_311_cov_1.949580_g31683_i0.p1","pfam_2","HisKA"
"NODE_39371_length_311_cov_1.949580_g31683_i0.p1","pfam_3","PAS"
"NODE_39371_length_311_cov_1.949580_g31683_i0.p1","pfam_4","PAS_3"
"NODE_39371_length_311_cov_1.949580_g31683_i0.p1","pfam_5","PAS_9"
"NODE_39371_length_311_cov_1.949580_g31683_i0.p1","pfam_6","Phosphonate-bd"
"NODE_39371_length_311_cov_1.949580_g31683_i0.p1","pfam_7","Response_reg"
"NODE_39377_length_311_cov_1.638655_g31689_i0.p1","pfam_1","BACON"
"NODE_39377_length_311_cov_1.638655_g31689_i0.p1","pfam_2","LRR_8"
"NODE_39377_length_311_cov_1.638655_g31689_i0.p1","pfam_3","Mfa_like_1"
"NODE_39377_length_311_cov_1.638655_g31689_i0.p1","pfam_4","Peptidase_M64"
"NODE_3937_length_2667_cov_7.666538_g2639_i0.p1","pfam_1","TPR_12"
"NODE_3938_length_2666_cov_243.394524_g2640_i0.p1","pfam_1","VWA"
"NODE_3938_length_2666_cov_243.394524_g2640_i0.p3","pfam_1","Rhodanese"
"NODE_39396_length_311_cov_1.021008_g31708_i0.p2","pfam_1","DctQ"
"NODE_39398_length_311_cov_0.983193_g31710_i0.p1","pfam_1","DUF418"
"NODE_393_length_5221_cov_35.545066_g268_i0.p1","pfam_1","PPR"
"NODE_393_length_5221_cov_35.545066_g268_i0.p1","pfam_2","Smr"
"NODE_39405_length_310_cov_4.607595_g31717_i0.p1","pfam_1","DEAD"
"NODE_39405_length_310_cov_4.607595_g31717_i0.p1","pfam_2","Helicase_C"
"NODE_39406_length_310_cov_4.455696_g31718_i0.p2","pfam_1","60KD_IMP"
"NODE_39406_length_310_cov_4.455696_g31718_i0.p2","pfam_2","YidC_periplas"
"NODE_3940_length_2666_cov_16.678365_g2642_i0.p3","pfam_1","Ferrochelatase"
"NODE_39421_length_310_cov_2.814346_g31733_i0.p1","pfam_1","Phage_int_SAM_4"
"NODE_39424_length_310_cov_2.362869_g31736_i0.p1","pfam_1","CTP_transf_like"
